locationA,locationB,accessType,through_location
kino_bay,sahuimaro_coast,sea,
kino_bay,tahejoc,port,
kino_bay,xazl_iimt_island,sea,
kino_bay,xiica_xnaai_iic_coii,coastal,
kinojevis,kitcisakik,river,
kinojevis,malartic,land,
kinojevis,osisko,land,
kinojevis,preissac_lake,lake,
kinojevis,winneway,river,
kinosao_sipi,lake_winnipeg,lake,
kinosao_sipi,mechiso,land,
kinosao_sipi,mukutawa,land,
kinosao_sipi,pikwitonei,river,
kinosheo,pagashi,land,
kinosheo,wapiskau,land,
kinosota,lake_manitoba,lake,
kinosota,mnisaton,river,
kinosota,oceko_sipiy,land,
kinosota,onabeesh,land,
kinosota,sihabi,land,
kinosota,sipiweske,river,
kinosota,tootinaowaziibeeng,land,
kinosota,winnipeg,river,
kinozhesipi,matoueska,river,
kinozhesipi,nichabau,river,
kinozhesipi,petawawa,river,
kinozhesipi,pikwakanagan,land,
kinozhesipi,quyon,river,
kinpei_cape,makanru,coastal,
kinpei_cape,maru_cape,sea,
kinpei_cape,north_matsuwa,sea,
kinpei_cape,okhotsk_high_sea15,sea,
kinpei_cape,okhotsk_high_sea3,sea,
kinpei_cape,onnekotan,port,
kinpei_cape,paramushiru,coastal,
kinpei_cape,shasukotan,coastal,
kinsale,mizen_head,coastal,
kinsale,muskerry,land,
kintampo,salaga,river,
kintampo,sampa,land,
kintampo,yeji,land,
kinuhsisuht,kwaskwuti,land,
kinuhsisuht,wakpa_juk_ana,land,
kinuhsisuht,wase_wakpa,land,
kinusheo,lakitusaki,land,
kinusheo,mouth_of_the_winisk,coastal,
kinusheo,wabuk,land,
kinyama,lokera,river,
kinyama,mere_mere,land,
kinyama,mulilimu,land,
kiokee,kosalu,river,
kiokee,ocute,land,
kiokee,ogeechee,river,
kiokee,selkehatchie,river,
kiokee,wahachee,river,
kioko,kusike,river,
kioko,shanfana,river,
kiosaquay,moingwena,river,
kiosaquay,pahotcha,land,
kiosaquay,wyaconda,land,
kiowa,wahin_wakpa,land,
kipahigan,lac_la_ronge,lake,
kipahigan,mistahi_sakahikan,river,
kipahigan,namew,land,
kipahigan,wapiskau_sk,river,
kiponguve,lake_tanganyika,lake,
kiponguve,makenenga,land,
kiponguve,mpala,land,
kippawa,maganasipi,river,
kippawa,mattawa,river,
kippawa,opimika,river,
kippawa,temiscamingue,river,
kirando,lake_tanganyika,lake,
kirando,tongwe,land,
kirarutah,monecato,river,
kirarutah,nepahalla,land,
kirarutah,pitahauerat,river,
kirchdorf,liezen,land,
kirchdorf,rottenmann,land,
kirchdorf,steyr,land,
kirchdorf,wels,land,
kiri_kere,mucuri_delta,port,
kiri_kere,nanuque,land,
kiri_kere,urucu,land,
kiri_kere,vicosa,river,
kirikongo,koudougou,river,
kirikongo,sanekuy,land,
kirikongo,zondoma,land,
kirillov,kubenskoye,land,
kirillov,lake_kubenskoye,lake,
kirillov,ust_ugla,river,
kirillov,ustye,land,
kirillov,vognema,river,
kirillov,yorga,river,
kirina,narena,river,
kirira,lake_kisale,lake,
kirira,lake_upemba,lake,
kirira,lusongui,land,
kirira,molundu,river,
kirira,msassa,river,
kirira,nyangwe,land,
kirira,songye_kongo,land,
kiriras,uracu,land,
kiriri,sauipe,land,
kiriri,uaua,land,
kiritimati,kiritimati_atoll,land,
kiritimati,kiritimati_coast,port,
kiritimati_atoll,kiritimati_coast,coastal,
kirkcudbright,solway_firth,port,
kirkcudbright,stranraer,land,
kirke_river_mouth,pormpuraaw_shore,sea,
kirke_river_mouth,winda_winda,port,
kirkenes,pechenga,land,
kirkenes,prirechnyi,river,
kirkenes,suonikyla,river,
kirkenes,tana_fjord,port,
kirkenes,utsjoki,land,
kirkenes,varanger,land,
kirkjubaejar,stokks_point,coastal,
kirkjubaejar,vestmanna_islands,port,
kirklareli,luleburgaz,land,
kirklareli,malgara,land,
kirklareli,sozopol,land,
kirovskiy,krutogorovskiy_coast,coastal,
kirovskiy,oktyabr_skii,land,
kirovskiy,oktyabr_skii_coast,port,
kirovskiy,sobolevo,land,
kirs,kobra,land,
kirs,kosa_perm,land,
kirs,koygorodok,river,
kirs,omutninsk,land,
kirsanov,rasskazovo,land,
kirsanov,serdobinskaya,land,
kirsanov,turki,land,
kirsanov,uvarovo,land,
kirsanov,zherdevka,land,
kirsehir,nevsehir,river,
kirsehir,sariyahsi,river,
kirsehir,urgup,land,
kirzhach,osovets,land,
kirzhach,rogozh,land,
kirzhach,vlasovo,river,
kisakaba,kwila,river,
kisakaba,muene_puto,land,
kisakaba,popocabaca,land,
kisakaba,wambu,river,
kisatchie,opelousa,river,
kisatchie,ouachita,land,
kisatchie,tensas,land,
kisatchie,tsikip,river,
kisatchie,ya_ttaish,river,
kisenga,muana,river,
kisenga,nana_kahinga,land,
kisenga,nana_kandungu,river,
kisenge,muata_musembo,river,
kisenge,mulunda,river,
kisenge,nguff,river,
kisenge,sakambunje,river,
kisenge,saurimo,land,
kish,kish_island,coastal,
kish,lavan_island,port,
kish,siraf,land,
kish_island,lavan_island,sea,
kish_island,northern_trucial_coast,sea,
kish_island,persian_gulf,sea,
kish_island,southern_trucial_coast,sea,
kish_island,tangeh_khoran_strait,sea,
kish_shahrisabz,koson,land,
kish_shahrisabz,panjakent,land,
kish_shahrisabz,samarkand,land,
kishi,lucknow,river,
kishi,raebareli,land,
kishi,sultanpur_uttar_pradesh,river,
kishi,unnao,land,
kishi_karoy,siletiteniz,lake,
kishim,taleqan,land,
kishima,nishimatsuura,land,
kishima,saga,land,
kishima,shimabara_bay,port,
kishima,takaki,land,
kishtwar,paddar,river,
kishtwar,udamphur,river,
kishwaukee,koshkonong,river,
kishwaukee,pecatonica,river,
kishwaukee,pisticoui,land,
kishwaukee,theakeiki,land,
kishwaukee,waupecan,land,
kisi,mokwa,land,
kisi,oyo_ile,land,
kisiju,kutu,river,
kisiju,mafia_channel,port,
kisiju,mbinga,river,
kisiju,mitimiri,river,
kisikkamys,kulagin,land,
kisikkamys,oral,land,
kisikkamys,sarayjuk,land,
kisikkamys,saryadyn,land,
kisikkamys,talowski,land,
kisikkamys,taskala,land,
kisikkamys,terekti,land,
kisimani_mafia,mafia_channel,port,
kisimani_mafia,mafia_island,coastal,
kisiskaciwani_sipiy,pimicaskewyashik,land,
kiskiack,lower_chesapeake_bay,port,
kiskiack,nansemond,through-sea,lower_chesapeake_bay
kiskiack,pamunkey,land,
kiskiack,rappahannock,land,
kiskiack,werowocomoco,land,
kiskiack,weyanock,land,
kiskissink,kokokachi,river,
kiskissink,laurentian_massif,land,
kiskissink,ouiatchouaniche,land,
kiskissink,wayagamac,river,
kismayo,mouth_jubba,port,
kismayo,rasini,land,
kiso,mashita,land,
kiso,tsukama,land,
kisomba,komango,land,
kisomba,lake_bangweulu,lake,
kisomba,mere_mere,land,
kissi_loc,kokorou,land,
kissi_loc,tessit,land,
kissidougou,kono,land,
kissidougou,kouroussa,land,
kissidougou,macenta,land,
kistapinan,minichinas,river,
kistapinan,muskiki,land,
kistapinan,petaigan,river,
kita,kolokani,land,
kita,kourouninkoto,land,
kita,narena,land,
kita,niagassola,land,
kita,tabou_m,land,
kita_iwo_jima,kita_iwo_jima_coast_2,coastal,
kita_iwo_jima_coast_2,ogasawara_islands_high_sea_3,sea,
kita_iwo_jima_coast_2,ogasawara_islands_high_sea_7,sea,
kita_iwo_jima_coast_2,ogasawara_islands_high_sea_8,sea,
kita_shikoku,ukena,land,
kita_shikoku,uwa,land,
kita_shikoku,west_seto_sea,port,
kitaaizu,lake_iwashiro,lake,
kitaaizu,minamiaizu,land,
kitaaizu,nasu,land,
kitaaizu,oonuma,land,
kitaaizu,shirakawa,land,
kitagnaq,savoonga,land,
kitahei,kitayama_cape,port,
kitahei,kuji,land,
kitahei,ookama_cape,coastal,
kitahei,shimohei,land,
kitahei,shiwa,land,
kitakamikawa,kitanakagawa,land,
kitakamikawa,monbetsu,land,
kitakamikawa,nakakamikawa,land,
kitakamikawa,uryuu,land,
kitamogami,minamimogami,land,
kitamogami,miyagi,land,
kitamogami,murayama,land,
kitamogami,natori,land,
kitamogami,nishiokitama,land,
kitamogami,tagawa,land,
kitamorokata,koyu,land,
kitamorokata,minamimorokata,land,
kitamorokata,naka_hyuuga,land,
kitamorokata,nishimorokata,land,
kitamorokata,soo,land,
kitamuro,minamimuro,land,
kitamuro,shima,land,
kitamuro,taki,land,
kitamuro,watarai,land,
kitanakagawa,monbetsu,land,
kitanakagawa,teshio,land,
kitanakagawa,uryuu,land,
kitanemuk,kukamonga,land,
kitanemuk,taaqtam,land,
kitanemuk,vanyume,land,
kitanemuk,ventureno,land,
kitasoo,nuxalc,land,
kitasoo,oweekeno,land,
kitasoo,tanakteuk,land,
kitasoo,tsi_del_del,land,
kitasoo,ulkatchot_en,land,
kitauonuma,koshi,river,
kitauonuma,minamiaizu,land,
kitauonuma,minamiuonuma,river,
kitauonuma,nishikanbara,land,
kitayama_cape,kuji,port,
kitayama_cape,north_western_pacific5,sea,
kitayama_cape,ookama_cape,sea,
kitchawanc,lenape,land,
kitchawanc,minisink,land,
kitchawanc,nochpeem,land,
kitchawanc,ponkhockie,land,
kitchawanc,poughkeepsie,river,
kitchawanc,tappan,land,
kitchesatsiou,manouane,land,
kitchesatsiou,manouanis,river,
kitchesatsiou,pipmuacan,river,
kitchigumi,makoua,land,
kitchigumi,mesabi,land,
kitchigumi,minnewawa,land,
kitchigumi,nemadji,river,
kitchigumi,shingwako,land,
kitchigumi,winnibigoshish,land,
kitchissippi,maizinaazibi,land,
kitchissippi,matoueska,river,
kitchissippi,nagatinong,river,
kitchissippi,okaisipi,river,
kitchissippi,onontchataronon,river,
kitchissippi,pasapkedjinawong,land,
kitchissippi,quyon,river,
kitchissippi,toniato,land,
kitcisakik,malartic,land,
kitcisakik,winneway,land,
kitete,lukulunga,land,
kitete,lusambo_qandu,river,
kitete,tetela_boa,river,
kitigan_zibi,picanoc,river,
kitigan_zibi,poigan,land,
kitou,shida,land,
kitou,shuuchi,land,
kitou,suruga_bay,port,
kitou,toyoda,land,
kits_ixta,nebraska,land,
kits_ixta,niobrara,land,
kits_ixta,omaha,land,
kits_ixta,waha_tunga,land,
kitsai,nokoni,river,
kitsai,tanimuu,river,
kitsai,taovaya,river,
kitsai,tawakoni,land,
kitsai,tenawa,land,
kitsai,tses_tsembai,river,
kitsap_bay,nisqually,port,
kitsap_bay,oyster_bay,sea,
kitsap_bay,puyallup,port,
kitsap_bay,skagit,coastal,
kitsap_bay,sklallam,coastal,
kitsap_bay,snohomish,port,
kitsap_bay,twana,port,
kittaning,loyalhanna,river,
kittaning,punxsutawney,land,
kittaning,saucunk,river,
kittaning,shenango,river,
kittaning,tionesta,land,
kittikas,pa_kiut_lema,land,
kittikas,puyallup,land,
kittikas,wenatchi,land,
kittila,korvala,river,
kittila,mourionska,land,
kittila,nunnanen,river,
kittila,pajala,river,
kittila,rovaniemi,land,
kittila,sodankyla,river,
kitui,oda_boru_ruva,land,
kitui,tiva,land,
kitui,wenje,land,
kitui,west_ongamo,land,
kitungula,kushita,river,
kitungula,muana,river,
kitungula,nana_kahinga,river,
kitungula,soba_gawe,river,
kituwa,tahkeeosteh,land,
kitzbuhel,kufstein,land,
kitzbuhel,mittersill,land,
kitzbuhel,saalfelden,land,
kitzbuhel,traunstein,land,
kitzbuhel,zell_am_ziller,land,
kitzingen,neustadt,land,
kitzingen,schweinfurt,river,
kitzingen,uffenheim,river,
kitzingen,wurzburg,land,
kiusta_point,metlakatla_sound,sea,
kiusta_point,moresby_coast,sea,
kivualinagmut,krusenstern_lagoon,coastal,
kivualinagmut,point_hope,port,
kivualinagmut,uataaq,land,
kivualinagmut,uivvak,land,
kiwetin_sipi,makigotekw,land,
kiwetin_sipi,mikiwam,land,
kiwetin_sipi,outaragasipi,land,
kiwigapawa,mendota,river,
kiwigapawa,meskousing,land,
kiwigapawa,pecatonica_wi,river,
kiwigapawa,penaca,river,
kiya,nazimovo,river,
kiya,tis_reka,land,
kiya,yeniseysk,river,
kiya,yeruda,land,
kiyeng_yuryakh,niurba,land,
kiyeng_yuryakh,sayylyk,river,
kiyikoy,luleburgaz,land,
kiyikoy,stomoplo_bay,port,
kiyikoy,vize,land,
kiyiu,manitowi_sakahikanihk,land,
kiyiu,miksiw_sipisis,land,
kiyiu,minizuahe,river,
kiyiu,wibazoka_wakpa,land,
kiyiu,ye_ya_xabine,river,
kiyl,kobda,land,
kiyl,koptam,land,
kiyl,mavliberda,land,
kiyl,uil,land,
kiyuska,maitomoni_ohe,land,
kiyuska,minnewaukan,land,
kiyuska,pabaska,land,
kiyuska,ruhptare,land,
kiyuska,tchan_sansan,land,
kiyyangan,mallig,land,
kizel,solikamsk,land,
kizel,turyinskiye_rudniki,land,
kizel,usolye,land,
kizhi,lake_onega,lake,
kjipuktuk,musquedoboit,land,
kjipuktuk,shubenacadie,land,
kjipuktuk,wetewatoqsik,land,
kla_rome_ko,pampa_coast,port,
kla_rome_ko,pillahuinco,land,
kla_rome_ko,tandil,land,
kla_rome_ko,tapalquen,land,
kla_rome_ko,wangulen,land,
kladentsi,ovech,land,
kladentsi,razgrad,land,
kladentsi,shumen,land,
kladentsi,varna,land,
klagenfurt,kranj,land,
klagenfurt,st_veit,river,
klagenfurt,villach,land,
klagenfurt,volkermarkt,land,
klahoose,sliammon,land,
klahoose,tl_esqox,land,
klang,manjung,land,
klang,outer_strait_malacca,port,
klang,perak_coast,coastal,
klatovy,pisek,land,
klatovy,plzen,land,
klatovy,prachen,land,
kldekari,tbilisi,land,
kleisoura,oreos,land,
kleisoura_epirus,konitsa,land,
klendela,kmito,land,
klendela,mojenga,land,
klendela,omuskira,land,
klepiki,lyubichi,land,
klepiki,melenki,land,
klepiki,shatur,land,
klepiki,tuma,land,
klepiki,vlasovo,land,
klepiki,zolotkovo,land,
kletsk,lakhva,land,
kletsk,lyakhavichy,land,
kletsk,nyasvizh,land,
kletskaya,kremenskaya,river,
kletskaya,nizhny_chir,land,
kletskaya,oblivskaya,land,
kletskaya,ust_medveditskaya,land,
kletskaya,zimnyatsky,river,
kleve,mors,land,
kleve,nijmegen,river,
kleve,wesel,river,
klewi,natalkai,land,
klewi,tethul,river,
klewi,thubun,land,
klewi,tu_nedhe,river,
klichaw,luchin,land,
klichaw,lyubashany,river,
klichaw,rahachow,land,
klichaw,svislach,land,
klichaw,tyatseryn,land,
klikitat,multnomah,land,
klikitat,nisqually,land,
klikitat,stlpulmsh,land,
klikitat,watlala,land,
klikitat,wishram,land,
klin,lotoshino,land,
klin,mikulino_tver,land,
klin,mushkov_pogost,land,
klin,rogachevo,land,
klin,vertyazin,land,
klin,volok,land,
klintsy,mglin,land,
klintsy,popowa_gora,land,
klintsy,ropsk,land,
klintsy,starodub_siverskyi,land,
klipgat,swartberg,land,
klipgat,walker_bay,port,
kljuc,kozara,land,
kljuc,srb,land,
klodzko,nachod,land,
klodzko,rychbach,land,
klodzko,sumperk,land,
klodzko,swidnica,land,
klodzko,ziebice,land,
klondike,mayo,river,
klondike,na_choo_ndek,river,
klondike,upper_yukon,land,
kluane,kluane_lake,lake,
kluane,kwachal,land,
kluane,white_horse,river,
kluczbork,namyslow,land,
kluczbork,olesno,land,
kluczbork,opole,land,
kluczbork,wielun,land,
kluczbork,wieruszow,land,
kluskapewiktuk,qospemk,land,
kluskapewiktuk,sipuk,land,
kluskapewiktuk,sydney_bight,port,
klutina,taatiilaaq,land,
klyuchi,malka,river,
klyuchi,shiveluch,land,
kmito,lemone,land,
kmito,nangana,land,
knin,novigrad,land,
knin,sibenik,land,
knin,sinj,land,
knin,split,land,
knin,srb,land,
knyazhich_gorodok,lukoves,river,
knyazhich_gorodok,poshekhonye,river,
knyazhich_gorodok,ust_sheksna,land,
knyazhich_gorodok,ves_yogonskaya,land,
knyazhichi,mglin,land,
knyazhichi,pochep,land,
knyazhichi,revny,land,
knyazhichi,vshchizh,land,
knyazhichi,zaroy,land,
knyazhoye,pronsk,land,
knyazhoye,ryazhsk,land,
knyazhoye,shilovo,land,
knyazhoye,skopin,land,
knyazhoye,staraya_ryazan,land,
knyazhoye,staroyuryevo,land,
ko_kwel,quuiich,land,
ko_kwel,tututni,river,
ko_samui,talumpuk_cape,coastal,
koa_aga_itoka,pohogwe,land,
koa_aga_itoka,richfield,land,
koa_aga_itoka,wapi,land,
koa_aga_itoka,waradika,land,
koa_aga_itoka,yambadika,land,
koapolkan_lake,matagalpa,lake,
koapolkan_lake,nequecheri,lake,
koapolkan_lake,orosi,lake,
koapolkan_lake,rama,lake,
koapolkan_lake,ulwas,lake,
koasati,ohatchee,land,
koba,kota_kapur,land,
koba,pangkalpinang,land,
koban,targim,river,
koban,tatartup,river,
kobda,shikashin,land,
kobda,shyngyrlau,land,
kobenhavn,oresund,port,
kobenhavn,ringsted,land,
kobenhavn,roskilde,land,
kobirhat,kumilla,land,
kobirhat,sitakunda,land,
kobra,koygorodok,land,
kobra,nagorsk,land,
kobra,omutninsk,land,
kobroor,penambulai_island,port,
kobroor,trangan,land,
kobroor,wokam,land,
kobryn,ratne,land,
kobyai,tyaia,land,
kobyai,ulakhan_kyuyol,land,
kobyle,lake_peipus,lake,
kobyle,meletovo,land,
kobyle,plyussa,land,
kobyle,pribuzh,land,
kobyle,pskov,land,
kocani,kratovo,land,
kocani,krupnik,land,
kocani,shtip,land,
kocani,strumica,land,
kocani,velbuzd,land,
kocevje,ljubljana,land,
kocevje,metlika,land,
kocevje,novo_mesto,land,
kocevje,postojna,land,
kocevje,slunj,land,
kochi,kodungallur,land,
kochi,prakkad,land,
kochisar,kulu_turkey,land,
kochisar,lake_tuz,lake,
kochisar,nevsehir,land,
kochisar,sariyahsi,land,
kociihsasiipi,mameiwasipi,river,
kociihsasiipi,micewehudehik,land,
kociihsasiipi,qusquasrundee,river,
kociihsasiipi,wapikisko,land,
kodak,mykytyn_rih,land,
kodak,myshuryn_rih,river,
kodak,oril,river,
kodak,rozdory,land,
kodak,samarchyk,river,
kodak,sofiivka,land,
kodak,tomakivka,land,
kodiam,sare_dioulde,land,
kodiam,sutuko,land,
kodiam,wassu,land,
kodungallur,palghat,land,
kodungallur,thrissur,land,
koes,lake_memphremagog,lake,
koes,memphremagog,land,
koes,passumpsic,land,
koes,winooski,land,
kofan,quijos,land,
kofan,siona,river,
kofiau_island,misool,port,
kofiau_island,obi_strait,sea,
kofiau_island,sawai_bay,sea,
kofiau_island,tobalai_strait,sea,
kofiau_island,weda_bay,sea,
kogan,selemde,river,
kogan,tugur,land,
kogluktok,qurliqtuq,river,
koh_chang_island,koh_kong,coastal,
koh_chang_island,koh_kong_island,sea,
koh_chang_island,muang_khuan_kra_buri,port,
koh_chang_island,mueng_thung_yai,port,
koh_chang_island,rayong,coastal,
koh_chang_island,sattahip_bay,sea,
koh_ker,phnom_srok,land,
koh_ker,prasat_don_kau,river,
koh_ker,preah_khan_kompong_svay,land,
koh_ker,preah_vihear,river,
koh_kong,koh_kong_island,port,
koh_kong,mueng_thung_yai,land,
koh_kong,phnom_penh,land,
koh_kong,pursat,land,
koh_kong_island,wai_islands,sea,
kohala,kona,land,
kohala,maui_coast,coastal,
kohat,peshawar,land,
kohat,pindi_gheb,river,
kohatk,piipaash,land,
kohatk,totokwan,land,
kohir,manyakheta,land,
kohir,medak,river,
kohir,tandur,land,
kohtali,poonch,land,
kohtali,rajouri,land,
kohtali,rawalakot,river,
kohtali,sangni,land,
koi,mologa,land,
koi,rozhalovo,land,
koi,spas_na_kholmu,land,
koi,uglich,land,
koiali,redscar_bay,coastal,
koiali,sinaugoro,land,
koiali,waima,land,
koidanova,marjina_horka,land,
koidanova,minsk,land,
koidanova,nyasvizh,river,
koidanova,rakau,land,
koidanova,stowbtsy,river,
koilkonda,makhtal,land,
koilkonda,manyakheta,land,
koilkonda,tandur,land,
koitere,mohko,lake,
kok_usn,levokumskoye,land,
kok_usn,mekletin,land,
kok_usn,terekli_mekteb,land,
kokand,konibodom,river,
kokand,marghinan,river,
kokand,pop_fargana,river,
kokand,rishton,land,
koke_metchesko_laha,ndawe_qoha,land,
koke_metchesko_laha,tsel_tatli_dsha,land,
koke_metchesko_laha,yanaguana,land,
koke_metchesko_laha,yeme,land,
koki,linguere,land,
koki,ndar,land,
koki,podor,land,
koki,tivaouane,land,
koki,tuubaa,land,
koklolodi,sobaipuri,land,
koklolodi,tohono_oodham,land,
koklolodi,totokwan,land,
koknar,koko_bera,land,
koknar,kokomini,land,
koknar,kurtjar,river,
koknar,kuthant,land,
koknar,nassau_river_mouth,coastal,
koknese,rauna,land,
koknese,salaspils,river,
koknese,selpils,river,
koknese,sigulda,land,
koko,sokoto,land,
koko,tounouga,land,
koko,yauri,land,
koko,zuru,land,
koko_bera,kokomini,river,
koko_bera,kunjen,river,
koko_bera,nassau_river_mouth,port,
koko_bera,yir_yoront,river,
koko_island,new_caledonia_barrier_reef_1,coastal,
koko_island,new_caledonia_high_sea_5,sea,
koko_island,new_caledonia_high_sea_6,sea,
kokokachi,wayagamac,land,
kokokachi,wemotaci,river,
kokomini,kokowarra,land,
kokomini,kuku_yalanji,land,
kokomini,kunjen,river,
kokomini,kurtjar,land,
kokomini,wimanja,river,
kokorou,tera,land,
kokosing,olentangy,land,
kokosing,sandusky,land,
kokosing,shapoquate,land,
kokosing,tuscarawas,land,
kokowarra,kuku_yalanji,land,
kokowarra,kunjen,land,
kokowarra,lamalama,land,
kokowarra,mutumui,land,
kokpekty,kurchum,river,
kokpekty,sarybulak,land,
kokpekty,shar,land,
kokpekty,zaysan,lake,
kokpekty,zyryan,river,
kokrajhar,zhemgang,land,
koksala,lepsy,land,
koksala,sayak,land,
koksala,tansyk,land,
koksala,zhanaarka,land,
koksar,naggar,land,
koksar,tabo,land,
koksharov,kutarka,river,
koksharov,orlov,river,
koksharov,tonshayevo,land,
koksharov,verkhoshizhemye,river,
koksharov,vokhma,river,
koksharov,yaransk,land,
kokshetau,stanitsa_kokchetavskaya,land,
koktal,shelek,land,
koktal,shengeldy,river,
koktuma,targabatay,land,
koktuma,toli,land,
kol,mathura,river,
kol,sargadwari,river,
kol_kuka,penatuka,land,
kol_kuka,sha_ia_nde,river,
kol_kuka,tchokana,land,
kol_kuka,tonkawa,river,
kol_kuka,tses_tsembai,land,
kol_papua,melamela,land,
kol_papua,mengen_papua,land,
kol_papua,wide_bay,port,
kola,lapland_taiga2,land,
kola,lapland_taiga3,land,
kola,lapland_taiga4,land,
kola,maaselka,land,
kola,mootka,land,
kola,nuorttijarvi,river,
kola,rybachy_peninsula,port,
kola_taiga,lake_lovozero,lake,
kola_taiga,lake_sergozero,lake,
kola_taiga,lake_vyalozero,lake,
kola_taiga,luujarvi,land,
kola_taiga,olenitsa,land,
kola_taiga,ponoi,river,
kola_taiga,pyalitsa,land,
kola_taiga,semiostrov,land,
kola_taiga,svyatoy_nos,land,
kola_taiga,tetrino,land,
kola_taiga,umba,land,
kola_taiga,varzuga,land,
kolar,medanapalle,land,
kolar,pakala,land,
kolasar,kolayat,land,
kolasar,makrana,land,
kolasar,nagaur,land,
kolasar,sardarshahar,land,
kolasar,sikar,land,
kolayat,nagaur,land,
kolayat,phalvardhika,land,
kolayat,sardarshahar,land,
kolayat,udasar,land,
kolchawwe,kuruko,land,
kolchawwe,mataquito_mouth,coastal,
kolchawwe,rangkawe,land,
kolchugino,salair,river,
kolchugino,verkh_chebula,river,
kolchugino,verkhotomsk,river,
kolding,lilla_balt,coastal,
kolding,stora_balt,port,
koleeu,kwapa,land,
koleeu,nakipa,land,
koleeu,salada_lagoon,lake,
koleeu,san_quintin_bay,coastal,
kolhapur,miraj,land,
kolhapur,raybag,river,
kolhapur,sangamesvara,land,
koliaganeq,nuuriileng,land,
koliskoj,lapland_taiga1,land,
koliskoj,lapland_taiga2,land,
koliskoj,lapland_taiga3,land,
koliskoj,nuorttijarvi,land,
koliskoj,salla,land,
koliskoj,savukoski,land,
kolla,qupayapu,land,
kollam,kottarakkara,land,
kollam,manikandapuram,land,
kollam,pandalam,land,
kollam,prakkad,land,
kollam,thiruvananthapuram,land,
kolmarden,norrkoping,land,
kolmarden,nykoping,land,
kolmarden,oppunda,land,
kolmarden,soderkoping,through-sea,braviken
kolmarden,strangnas,land,
kolno,lomza,river,
kolno,ostroleka,land,
kolno,szczytno,land,
kolno,wizna,land,
kolo,konin,river,
kolo,kowal,land,
kolo,leczyca,land,
kolo,radziejow,land,
kolo,turek,river,
kolo,uniejow,river,
kolobrzeg,koszalin,land,
kolobrzeg,pommeranian_coast,port,
kolobrzeg,resko,land,
kolobrzeg,swidwin,land,
kologriv,kunozh,river,
kologriv,kuzhbal,land,
kologriv,manturovo,river,
kologriv,parfenyevo,land,
kologriv,pyshchug,land,
kologriv,sudai,land,
kolokani,kourouninkoto,river,
kolokani,sosso,river,
koloma,mechoopda,land,
koloma,mokelumne,land,
koloma,nisenan,land,
kolomak,kotelva,land,
kolomak,opishnya,land,
kolomak,poltava,land,
kolomak,zmiiv,land,
kolombangara,roviana,through-sea,vella_gulf
kolombangara,treasury_islands,port,
kolombangara,vella_gulf,coastal,
kolomna,koshira,river,
kolomna,lyubichi,land,
kolomna,perevitska,river,
kolomna,rostislavl_ryazansky,land,
kolomna,vysokoye,river,
kolomyia,kosiv,land,
kolomyia,rakhiv,land,
kolomyia,sniatyn,river,
kolomyia,tysmenytsia,land,
kolonbelle,kuido,land,
kolonbelle,kuilembi,river,
kolonbelle,lobito,land,
kolonbelle,mani_kikongo,land,
kolonbelle,mani_kinsomba,river,
koloshma,megra,land,
koloshma,pashozero,land,
koloshma,spirkovo,land,
koloshma,voznesenye,land,
kolosovka,omsk,river,
kolosovka,tara,river,
kolosovka,tyukalinsk,land,
kolosovka,znamenskoye,land,
kolpashevo,molchanovo,river,
kolpny,mikhailovka,land,
kolpny,opalkova,land,
kolpny,troitskoye_na_shchigrakh,river,
kolpny,ust_livny,river,
kolser,lomas_bay,port,
kolser,san_sebastian_bay,coastal,
kolser,wai,land,
kolumba,mekkongo_bay,port,
kolumba,taubonto,land,
kolumba,unaaha,land,
kolyma_river,shabash,river,
kolyma_river,xalima,river,
kolymskoie,omoloon,river,
kolymskoie,ozero_chokudakh,lake,
kolymskoie,timkino,river,
kolymskoie,yermolovo,river,
koma_kai,saku,land,
koma_kai,suwa,land,
koma_kai,yamanashi,land,
koma_kai,yatsushiro,land,
koman,lezha,land,
koman,podgorica,land,
koman,shkoder,river,
komango,lake_bangweulu,lake,
komango,masantu,land,
komango,mgosas,land,
komarom,nitra,river,
komarom,samorin,river,
komarom,stary_tekov,land,
komarom,tata,river,
kombai,tsaukambo,river,
kombolcha,kubar,land,
kombolcha,mora_eth,land,
kombolcha,nora_eth,land,
kombomba,molumbo,land,
kombomba,moma_moamba,land,
kombomba,mwamasapa,river,
kombomba,tumbuka,land,
komering,lubai,land,
komering,palembang,river,
komering,pesagi,river,
komering,prabumulih,land,
komering,tiyuh_tuha,land,
komo_kongo,lake_kivu,lake,
komo_kongo,lega_kongo,river,
komo_kongo,mirama,river,
komo_kongo,nduga,land,
komo_kongo,pere,river,
komo_kongo,uvira,river,
komotini,thracian_sea,port,
komotini,traianopolis,land,
komotini,ustra,land,
komotini,xanthia,land,
komsa,siberia_bor,river,
komsa,verkhneimbatsk,river,
komshecheh,murcheh_khvort,land,
komshecheh,natanz,land,
komshecheh,tudeshk,land,
kon_klor,kon_tum,river,
kon_klor,simhapura,land,
kon_tengiz,maulimberdy,land,
kon_tengiz,shoindykol,land,
kon_tengiz,sonaly,land,
kon_tengiz,tengiz,land,
konbudj,kundjeymi,land,
konbudj,kungarakany,land,
konbudj,limilngan,land,
konbudj,maung,land,
konbudj,van_dieman_gulf,port,
konbudj,woolna,land,
konch,makanpur,land,
konch,rath,river,
