location,status,good_results
ngume,good result,ncomi|lolo
sugaur,good result,ou|deogarh|ujargarh|damoh|lalitpur|rahatgarh
banbury,good result,abingdon|onon
interlaken,good result,frutigen|bernese_alps
buinovichi,good result,mazyr|pietrykaw
cittacastello,good result,perugia|sansepolcro|ia
huaxtla,good result,tonala|ixtlahuacan|xochitepec
kichwa,good result,solimoes_amazon_jungle|napo|puyu
oheyandewa,good result,lewekeomi|cuttawba|assereniet
game_ti,good result,hottah_ti|tlicho_uplands|lages
shaoyang,good result,baima|xinhua
yot_ou,good result,phongsali
talisi,good result,abihka|casiste
sambo,good result,ovimbundu_kongo|huambo|dumbo
gumbaynggirr,good result,wadjar|bundjalung|burugardi
mulhouse,good result,basel|freiburg|mullheim
phon_hong,good result,chiang_khan|dan_sai
shadodkot,good result,sukkur|paat|dubbi|kandiaro
kaya_paha,good result,chagu|wakmua_oin|shichah|niobrara
saluzzo,good result,pinerolo|carmagnola|cottian_alps2
ceibal,good result,pachan|pusilha|abo|jolom_konob
nyachukha,good result,ye|kazhi|kheong|dzogon
liege,good result,maastricht|borgloon|limbourg|namur
ondjiva,good result,cahama|najama
north_juma,good result,epe|bankutu|bikoro|south_juma|mfumu_bekussu
soissons,good result,braine|noyon
mbegua,good result,lalek_cotaa|gualeguay
jagaraga,good result,pajang|matahun|ou
irakinda,good result,iiq|aldan_upplands1|bukachacha|kuanda|katugino
verkhoshizhemye,good result,orlov|koksharov
osinsky,good result,irkutsk|cheremkhovo|zalari|balagansk
muchuchu,good result,charumani|matendere|zvipadze|sebakwe
gilgit,good result,bunji
goroti_kumrenhtx,good result,itapirapua|javaes|araripocone|morrinhos
inga,good result,nambue_jungle|solimoes_amazon_jungle|siona
ko_kwel,good result,tututni
mongomo,good result,congo_jungle|oyem|evinayong
puruga,good result,mbara|gugu_badhun
puan,good result,cangxi|zhaohua
gucheng,good result,wudang|xiangyang|fancheng|mie
katugino,good result,irakinda|kuanda|khani
dongliu,good result,pengze|huaining
monastyrshchina,good result,mstsislaw|shumyachi
tver,good result,brody_tver|vertyazin
tabon,good result,nounkonkan|bandafassi|labe|siguiri|diakha
molomo,good result,miongo|wej|okavango
kemah,good result,aga|erzincan|nis
voznesenye,good result,shyoltozero|lake_onega
julime,good result,chisos|chinaitih
ganserndorf,good result,bruck_leitha|mistelbach
samaqua,good result,mistassibi|ouasimesca
hansi,good result,sunam|hisar
ogbomosho,good result,owo
nyarong,good result,chodrak_kham|ganze
ohoopee,good result,ocute
kilemba,good result,mukalombo|kirira
skardu,good result,khaplu|lamayuru|bunji|hindu_kush10
votkings,good result,sarapul|yelovo
kashagawigamog,good result,kawartha|opeongo_hills|ye
tak_elam,good result,yulalona|south_cascade
cosamaloapan,good result,mixtlan|tlacotlalpan|iztachacalapan|otatitlan|ou|one
qingchi,good result,nanpi|jiaohe|huichuan
tambura,good result,meshra_er_req|rumbek|wau|madi|yambio
shahr_meyan,good result,qaryat_al_bidh
muhaukamau,good result,atikonak
urda,good result,hazaribagh
junghwa,good result,seogyeong|hwangju
hinis,good result,malazgirt|varto
shatsk,good result,liuboml|ratne|ugrovesk
ider,good result,targavatai_mountains|zagzuugiin_balgas
shalatenan,good result,metapan|cojutepeque
lechang,good result,yizhang|ruyuan|ia
ural_nema,good result,ou|omo|sernur
timucua,good result,altamaha_sound|ia|mayaca
oxford,good result,henley|abingdon
barom,good result,nakchu
apinji,good result,lope|ou|apinji|aya|ia|epe|olo|epe|otun|epe|nes|nal|ena|ou|ani|oban
karasjok,good result,nunnanen|enare|north_skanderna
pacolate,good result,eswawpuddenah|amoyescheck
spittal,good result,hermagor|steinfeld
may_ushin,good result,solimoes_amazon_jungle|kakataibo
kirikongo,good result,koudougou|bankuy
alessandria,good result,wa|voghera|casale
bombwi,good result,njoko|shoma
mbangala,good result,kuneni
msassa,good result,molundu|kirira|garengaze|lubudi|kagoma
cariboo,good result,ye|crescent_spur|monashee
aderbissinat,good result,ollelewa
chishti_sarif,good result,awbeh|firozkoh
mizque,good result,chuwi|sachchaa_mukku|lluska_mountain|charka
mongmit,good result,mabein
ibrahimabad,good result,awadh|kishi|gonda|khairabad|biswan|lucknow
cesis,good result,rauna|valmiera|sigulda|straupe
aranda_de_duero,good result,fuentiduena|burgo_de_osma|penafiel
deogarh,good result,sironj|chanderi|sugaur|ujargarh|lalitpur
gode,good result,kelafo|limey
qanbalik,good result,dunla|gonganbao|urumqi
acham,good result,dipayal|kailali|sinja
nequecheri,good result,koapolkan_lake|xolotlan_lake
siberia_bor,good result,siberian_wasteland_13|komsa|bakhtinsky|selo_yartsevo
wolmirstedt,good result,stendal|magdeburg|jerichow
tenggarong,good result,kutai_lama|jembayan|muarakaman|mahakam|ou
alfenas,good result,oral|tres_pontas|passos|oral|campanha
sarangarh,good result,samasingha|bargarh|kashigarh
kinnickinnic,good result,ou|kayeskikan|hahatououadeba|ia|ye|ia|wapkawazioju|abu|lahontan|ia
mapa,good result,taman|shanjir|copa
aliskerovo,good result,keperveem|ilirnej
assa,good result,tizounine|noul_lamta
kerben,good result,ia|karasuu|kasan|andijan|one|quva
an_nil,good result,baghdad|numaniyyah|hillah|karbala
roi_et,good result,mancha_khiri|yasothon
seongcheon,good result,ou|seogyeong|sunju
hulu_lamandau,good result,kotawaringin_lama|bulik|pinoh
hont,good result,nograd|buy|esztergom
krasny_yar,good result,khosheutovo|ganyushkino|caspian_sea16|caspian_sea17
frutigen,good result,bern|ia|interlaken
dukhovshchina,good result,dorogobuzh|yelnya
shestakova,good result,ia|suturuoxa|ia|tuyandina|ia|kiel|obion|non|abyy
balga,good result,brandenburg_prussia|barten|lidzbark
kreva,good result,ashmyany|rey
khuzhupai,good result,heyuan|guishan
cat_tien,good result,di_dinh|song_be
varanasi,good result,bhadohi|chunar|jaunpur|kantit
guidong,good result,aya|ia|guiyang_chenzhou|wanyangshan
cheplak,good result,yundin|lake_manych
olenegorsk,good result,cokuurdaax|vorontsovo
kulembe,good result,tamba|tende|longa
wilinggin,good result,bunuba
saulgau,good result,sigmaringen|riedlingen
kakisa,good result,jean_marie_river|tucho
niuwu,good result,situo|muong
mahates,good result,mocana|kamach|zarate
tofte,good result,jotunheim|otta
anak,good result,ia|samhwa|hwangju|taedong_river_mouth
islamkot,good result,umarkot|wanga_bazar
pensacola,good result,ou|pensacola_bay|conecuh
kara,good result,prayag|asni|banda
mugamba,good result,shubi|bugara|buzanga|nduga|western_rift_mountains
angualasto,good result,ullum|limari
egegik,good result,naknelk_lake|kvichak_bay
xincheng_annan,good result,zhenfeng|annan
weert,good result,venlo|roermond|bree
zilina,good result,povazska_bystrica|turciansky_svaty_martin
bii,good result,choigan
verkhny_mamon,good result,rossosh|boguchar
wangan,good result,yambina|yagalingu|builoo
temiscamie,good result,nestaocano|peribonka_hills|mistassiniish|otish_mountains
pitta_pitta,good result,abo|wangkamana
puebla_de_guzman,good result,mertola|ayamonte
koprivnica,good result,segesd|cakovec|zalaegerszeg|virovitica|varazdin
kwatsaan,good result,kwapa|halchidoma
tahe,good result,humar|sahar
n_pooh_le,good result,nas|stata_ketux|ia|scqescilni|nas|snt_t_ulix|lantu|enselxcin
dagana,good result,podor|ndar|rosso
veliky_ustyug,good result,nyuksenitsa|pyras|krasny_bor
upaon_acu,good result,tapuitapera|miritiba|uruaitis|krenye|sao_marcos_bay
bayangol,good result,kichera|argada|taksimo
gandersheim,good result,einbeck|alfeld
mora_eth,good result,nora_eth|asaita
paranoa,good result,ava_canoeiro|uracu|crixas|akwen|corumba
brskovo,good result,dinaric_alps6|podgorica
dinghu,good result,linxian|shilou|jiazhou|suide|qingjian
pengzhou,good result,shifang
lejweleputswa,good result,tebang|kweneng|mooi
shendi,good result,ed_damer|el_metemma
brienne,good result,troyes|bar_sur_aube
jianning,good result,ena|aoe|taining|ninghua_tingzhou|mon|mingxi|ye
wetwin,good result,pinya|kyaukse|sagaing
pantagoras,good result,chipata|sotachiro|yolombo
tolombon,good result,oma_sacopo|yukkuman
yinwum,good result,yupangathi|luthigh|uutaalnganu
zmiiv,good result,adalaga|chuhuiv
onaping,good result,ia|wanapitei|leh|ishpatina_ridge|ye
yangi,good result,talas|tekabket
palmeira,good result,oral|chopim|ami|ye|chapeco|oral|yguazu|cruz_alta|nal|passo_fundo
narsipur,good result,mysore|srigangapatna
sonhat,good result,amarkantak|chaiturgarh|ia
caratinga,good result,itanhomi|mutum|xie|matipo|ou|barara
panuco,good result,chavarria_bar|ozuluama|tamtoc
bir_amur,good result,ou|yakesa|humar|kuanhe|aigun|birma|tehcha
muchesh,good result,sanandaj
pitlyar,good result,voikar|siberian_wasteland_11
timbu,good result,nonot_daxinic|mbegua|ou|carapachay|chivilco
androscoggin,good result,lantu|anasagunticook|sagadahoc|ath
offenburg,good result,hachberg|baden|benfeld
dharmasraya,good result,barisan_mountains1|sungai_penuh|sungai_jujuhan
sulkhari,good result,kyakhta|selenge
denkanikottai,good result,seringapatam|pennagaram|ia
vyatskiye_polyany,good result,bogatye_saby
guichi,good result,arad|huaining|boe
morkvash,good result,khvorostyanka|stavropol_na_volge
mahaxay,good result,annamese_range5|nong_bok
quechula,good result,tonala_coatzacoalco|ou|napinaica|cupilco
pai_tavytera,good result,kaiowa|ayvu_pora
kisakaba,good result,kalala|wambu|inzia|kwila
east_sundarban,good result,khalifatabad|barguna|khulna|liw|ia|ou
sosva,good result,ye|ou|novaya_lyalya|turyinskiye_rudniki|ponil|ivdel|gap|sankina
undurkhaan,good result,kherlen|uguumur
tebang,good result,kungwini|ntsoana_tsatsi|bokoni|lejweleputswa|kweneng
upper_yukon,good result,lar|bonanza|eagle
changyang,good result,xinhua_guizhou|yidu
ais,good result,abe|ho_bay|uriparacoxi|oral|wa|okeechobee
le_puy,good result,brioude|chateauneuf_de_randon|chalancon|wa|montlaur
mittaywanquam,good result,abe|wolastoq
patharkandi,good result,lushai
kiemi,good result,tornea|rovaniemi|iyo|gulf_of_bothnia
aahkawirahkata,good result,aashbiliihkupe|iichiilikaaashaashe
noptinte,good result,chawchila|yashikumne|tachi|pitkachi
khakhaly,good result,raznezhye|nizhny_novgorod
baghdad,good result,baqubah|dayr_aqul|an_nil|karbala
dembimbosaage,good result,pohoko_ikkatee|jefferson
erode,good result,ia|karur|ye|bhavani|sendamangalam
antananarivo,good result,ye|ambatomanoina|po|ou|ankazobe
ayni,good result,panjakent|hissar_mountains2|ye
para_gaviao,good result,parkateje|parakana|saraua_jungle|tocantis_amazon_jungle
wambu,good result,muene_puto|kisakaba|kakoba
nehantuck,good result,saukiog|long_island_sound
maskotci,good result,minkaniciciw|metabeskega
wakmua_oin,good result,chagu|cerwecerna|shichah|kaya_paha
skinskatteberg,good result,arboga|soderbarke
lambo,good result,kibanga|mtowa
tbilisi,good result,gagi|rustavi|mtskheta
strasbourg,good result,baden|lichtenberg|benfeld
mandsaur,good result,ratlam|gagraun
baashalapache,good result,xuahceesh_annappiio|aashise
penaca,good result,kiwigapawa|hahawakpa|wapsipinicon
batumi,good result,khupati|batumi_bay
hambatus,good result,liribamba|sangay_jungle|puyu
tudela,good result,ou|calahorra|ou|olite|ejea_de_los_caballeros|tarazona
kasesi,good result,lumeje
srebrenica,good result,borac|teocak|krupanj|uzice|visegrad
lyubcha,good result,hieraniony|lida|novogrudok|stowbtsy
ngape,good result,laungshe|sagu
ghasipura,good result,jajnagar|bhadrak|ghatgaon
north_kimbu,good result,east_konongo
antwerp,good result,mechelen|scheldt_estuary
awbeh,good result,chishti_sarif|karokh
nyala,good result,tiwal|mornei|ed_daein|taweisha
banader,good result,garmsir|khanashin|rudbar_sistan
kajran,good result,deh_kundi|ou|musa_qala|ia|nas|tarinkot
kagoma,good result,kuzinde|msassa
mahabo,good result,teniky|bengy|ou|rezoky
sao_sebastiao_paraiso,good result,piumhi|passos|mantiqueira|pium_i
kalanga,good result,luache|kikamba
palikur,good result,guayana_jungle|approuage_mouth
luuq,good result,dolo|bardera
ankoro,good result,abe|mukalombo|mussimi
matam,good result,nguidjilone|kanel
kota_pinang,good result,ye|ye|pannai|bahal|one|ou
jaggas,good result,berbela|sanga_kongo|marimba|muene_puto|makunda
lad_konin,good result,konin|pyzdry
fundeku,good result,nana_kandungu|sesheke
ilimpeya,good result,yukta|kudepyapka|tunguska_trail6|siberian_forests_5
niagara,good result,niagara_basin|eastern_erie_basin|thahnawate
kolomyia,good result,eastern_carpathians2|sniatyn
asahkaiowaipu,good result,aya|alpowna|hinsepu
vikulovo,good result,ust_ishim|korkina_sloboda
eko,good result,ikorundu
wik,good result,winda_winda|wa|umpila
bandire,good result,apt|chikwanda|arad|ou
kwerba,good result,bauzi|bagusa_jungle|iau_jungle
dungarpur,good result,banswara|kanthal
jawoyn,good result,kamor|wardaman|wagiman|limilngan
tunxi,good result,shexian|xiuning
henei,good result,wuzhi|jincheng_zezhou
nemby,good result,kyyindy|kuarepoti|kaaguy_jehasapa|ipholhhelhlhup|tacshic
cayas,good result,casqui|coligua|ou|towosaghy|cholohollay
chuva,good result,nizhneudinsk|chunoyar
gwaram,good result,pindiga|bauchi
hailang,good result,mudan_ula|ningguta
mississinewa,good result,wapahani
askiz,good result,altay_forest_wasteland_2|beya
kutina,good result,pakrac|petrinja
olimisk,good result,abitibi_uplands|cape_hope_islands
eampepaigosode,good result,pantanal_swamp|yshyr
molvo,good result,bul_bukhta|balaganakh|olyokma_upplands6
headdhetanwan,good result,po|nanzewaspe|wakhakukdhin|pasukhdin
cruz_alta,good result,fez|mie|yguazu|ou|uruguay|jeguakava|palmeira|nandeva|passo_fundo|tupancireta
tahamies,good result,guarzo|cauroma|amaga
muhammerah,good result,basra|abadan|zuwayr|dowraq
rio_grande,good result,bafata|tuba|geba_estuary
uzhur,good result,novosyolovo|tatarskaya_tesyu
grenland,good result,ely|nes|tuy|skien|ia|kongsberg|flesberg
pessamit,good result,piletisipuk|betsiamites
moana_kassongo,good result,kabambare
sully,good result,gien|sancerre|orleans|vitry_aux_loges
ramnagar_bihar,good result,ou|bettiah|sheohar|kushinagar|tansen
scarcies,good result,konkoure|yawri_bay
opava,good result,olomouc|prerov|hlucin
ngouma,good result,ia|douentza|safare
shopando,good result,pembar|pasho
itya_mahadu,good result,gurupi|canastra|urubu_jungle
mezhybozhe,good result,letychiv
atajal,good result,ndawe_qoha|saxop_wan_pupako|ajehuac_yana|tza_wan_pupako|tickanwatic
aryaru,good result,thi_nai_lagoon
callapa,good result,axawiri|kori_bara_karaa_ancas|nas|ayo_ayo|ia|curahuara
hnahnu,good result,otomi|wa
prieska,good result,siyancuma|kxau|kheis
juxeri,good result,eastern_korean_mountains1|sunggari
riedlingen,good result,erbach_swabia|saulgau
pavlovo,good result,starodub_votsky|meshchersk
rongmei,good result,shixi
nestaocano,good result,ashuapmushuan_hills|temiscamie
densatil,good result,daklha_gampo|samye
nehru,good result,burunda
wanuco_marka,good result,japallan|garu
kundgol,good result,gadag|haveri|puvina_padangile
katingan,good result,mendawai|samba
chiang_dao,good result,chiang_mai
sarvaslyk,good result,akkesene|talas|zherkorgan
itajui,good result,funil|ipueira|itaboca|ibotirama
sanlorenzo,good result,arezzo|sansepolcro|florence|prato
khaiylmysh,good result,shikashin|yuldibay
chillupar,good result,akbarpur|azamgarh|rudrapur|gorakhpur|bansi|basti
verdun_sur_garonne,good result,toulouse
yongping_yongchang,good result,youdian
baotong,good result,gengma|shunning|baodian
heby,good result,ia|ye|tierp|gefle|epe
staraya_ladoga,good result,lake_ladoga|mezhutka|soltsy_kirishi
thahnawate,good result,niagara|tiotoren
chatellerault,good result,chinon|ku|poitiers
lepsy,good result,balkhash_lake|tansyk
choapan,good result,atitlan|xochiapa
baode,good result,sya|hequ|hehe|fugu|shenmu
ogiciza_wakpa,good result,pimicaskewyashik|ceepee
yilun,good result,changhua|shuihui|chengmai
atepec,good result,mictlan|ozumacin
pustosel,good result,rognedino|belik
kentucky,good result,ia|nepepimmesipi|oral|eskippakaithiki|cuttawba
gotheye,good result,dargol|reni|boubon
koostaaka,good result,maanaagi_iixodagish|adixoodagoorahareesh
olohose,good result,kalengue|muana
chikowa,good result,tete|mutota|zumbo
kyr_uzkand,good result,artyk_ata|sighnaq|ia|asanas|aktas_kystagy
moshenskoye,good result,borovichi|bologoye|veliky_porog
nyakyusa,good result,bungu|mwamasapa
achan,good result,nemptu|uninka|xungake|uschu
harnosand,good result,solatunum|west_botnia
marsciano,good result,rov|perugia|ye|ia|assisi
ust_yudoma,good result,aim_maia|ust_maia|ayan_mai2
shidai,good result,yixian
chambargonda,good result,pune
pankararu,good result,caete|xoko|tuxa|pankara
grand_lahou,good result,toumodi
katibas,good result,julau|rejang
chippenham,good result,ena|ann|abingdon|ia|cirencester|wa|ars
nenlhet,good result,ayvu_pora
uchangidurga,good result,basavapattana|haveri
chalons_champagne,good result,vitry_en_pertois|epernay
hazaribagh,good result,katrasgarh|ia|urda|sho
st_francois_mts,good result,meramec|cholohollay
kedu,good result,shuicheng|zhanyi
selimbau,good result,silat|jongkong
gorokhovets,good result,meshchersk|emet|yaropolch|ye
khotoshino,good result,rzhev|molodoi_tud|lake_volgo
suojarvi,good result,pryazha|lindjarvi
sacchuma,good result,napochi|eianamogola|yaneka|tchoukafala|tiou
huanglong,good result,banqiao|zhushan|yun|xunyang
liulin,good result,minzhou|kedang
zoe,good result,tapajo|amazon_jungle|turere_lake|obidos
muong_te,good result,situo|phong_tho|niuwu|muong_cha
ocotelolco,good result,quiahuixtlan|huexotzinco|cholollan
chetilla,good result,ilucan|chumuch|congona|karajia
oswestry,good result,shrewsbury|ye|montgomery
dergaon,good result,lakhimpur|morangi
mulun,good result,jixi
muli,good result,yongning|tongan_lijiang|dadandang|waerhdje|runyan
kono,good result,falaba|segbwema|macenta
penza,good result,gorodishche|lunino|shemysheyka
weiqing,good result,shuixi|longchang|pingba|zhijin
chunar,good result,buxar|varanasi|jaunpur|kantit
hulu_telen,good result,telen|borneo_jungle12
chaira,good result,leiva_mountains|solimoes_amazon_jungle
novaya_lyalya,good result,sosva
tere,good result,hondosaka|luanze|ath|massapa
ahuacatlan,good result,cuauhchinanco
nabiti,good result,tanimuu|nisohone|nadakuh|haynay
phuenchapura,good result,sri_thep|muong
ban_luang_cheng,good result,muang_xay|muang_thaeng|nam_xuang|phongsali
naserpur,good result,sonda|kotri
sa_kaeo,good result,prachinburi|dong_si_maha_phot
bocto,good result,rama|ars|uxarraci
gawilgarh,good result,asirgarh
waika,good result,siskiyou|karuk|one|kem|otun
banan,good result,baxian|bishan|jiangjin|changshou_changshou
tilda,good result,ou|ratnapura|kenda|nawagarh|raipur|sripura|bemetara
onontchataronon,good result,otennienontant|okaisipi|kitchissippi
cape_mount,good result,saint_paul_river|mano|bopolu
qingfeng,good result,nanle|neihuang
solok,good result,pagaruyung|kuantan_riau
mangbu,good result,cengtai|abe|mangbu|ou|ia|kem|ely|otun|one|ou|ami|wa|epe|oban
zhydachiv,good result,drohobych|halych|rohatyn|lviv
suluk,good result,dukin
tilcara,good result,jujuy|omaguacas
aouint_yghomane,good result,noul_lamta|tantan|el_djouf2
kardakan,good result,vangash|vel_mo|bryanka
voskresenskoye,good result,kozmodemyansk|raznezhye|krasnye_baki
mahony,good result,deline|tulita
kwachal,good result,asheyi
serro,good result,tijuco|pecanha
buckeburg,good result,minden|hamelin
prudy,good result,pskov|meletovo|ostrov
kuujjuarapik,good result,great_whale_plateau|salikuit_islands
atitlan,good result,nudo_zempoaltepetl|choapan
kailali,good result,fez|ou|firuzabad_bahraich|kherigarh|jagatipur|salianah|dipayal|acham|dullu
minisose,good result,patgasa_wakpa|e_omita_i
beypazari,good result,kibrus|mihaliccik
sepauk,good result,sekadau|kayan_melawai|pinoh|sintang
koraveka,good result,paikoneka|otuke|mbia|amomegosode|saipuru
emden,good result,leer|emms_estuary|ia|kem|otun|ani|ani|oban
jyotipur,good result,chaibasa|keonjhar
tzunuun,good result,ia|nohmul|aki|lamanai|ia
abu_kemal,good result,anah|rahba|jazair
trogstad,good result,moss|kongsvinger
wenje,good result,lamu|ungwana|oda_boru_ruva
guangsuoling,good result,zhenfeng|annan|ath|xibao|zhenning|ia
charaideo,good result,charagua|konwargaon|lakhimpur
qihe,good result,donge|licheng|jiyang
muang_khemarat,good result,champasak|prasat_thong_lang|muang_phalan
zalaegerszeg,good result,cakovec|nagykanizsa|koprivnica|pag
chaguate,good result,catalte|anoixi
mutumui,good result,lamalama|guugu_yimidhirr
vakhs,good result,qubodijon|wesgird
kolpny,good result,troitskoye_na_shchigrakh|ust_livny
urasalakh,good result,khayyr
muhammad_tur,good result,great_rann_of_kutch|sonda|laribandar|indian_coast7|indian_coast8
omusee,good result,ou|hitchauta|pallachacola|eufaula|apalachee|uchee|patsaliga|chootawatchee
kamyshnoye,good result,omsk
bagansiapipi,good result,kubu_rokan|ou|tana|ye
willmore,good result,crescent_spur|hutton
tarasp,good result,landeck|zuoz
samorin,good result,bratislava|nitra|trnava|komarom|gyor
circle,good result,venetie|eagle
wesgird,good result,vakhs|gharm|sangvor
sambhal,good result,gunnaur|chandpur_uttar_pradesh|mirat
wehlau,good result,gumbinnen|gerdauen|ikan
sankina,good result,sosva|turinsk|verkhnyaya_sinyachikha
muxima_ayo,good result,demba|ngololo
lutava,good result,oster|chernihiv|chornobyl|desnyanskyi_horodok|dymer
leel_watr_ool,good result,skuppah|tsala_ihmec
wailaki,good result,tlokyhan|ia|sinkyone|ou
kaedi,good result,salde
ganden_delingshar,good result,dargyeling|sakya
pratapgarh,good result,
tosya,good result,gumus|iskilip|boyabat
valence,good result,viviers|privas|tournon|romans
korhogo,good result,katiola
arles,good result,tarascon
bayan_tumen,good result,bars_khot|dalai_nuur
nurgan,good result,bulava|amursky_bay
horoshino,good result,horodyshche|zolotonosha|cherkasy
kuna,good result,bojaya|choco_jungle
purnia,good result,khagaria|teliagarhi|bihariganj|katihar
jinan,good result,yeonsan
boguchar,good result,verkhny_mamon|veesky
katahdin,good result,kineo|roh|yert|millinocket|wa
bul_bukhta,good result,balaganakh|po|molvo|olyokma_upplands6
rikbaktsa,good result,madeira_amazon_jungle|apiaka|apiaka_jungle|kayabi_jungle|ikpeng
aqanqmi,good result,yaqan_nukiy|akinkumasnuqit
wakusimi,good result,otapingshewee|abimatinu
sikasingo,good result,baraka|zimba|kabambare
ichera,good result,nikolsky_pogost
merv,good result,barkdiz|karakum_desert3|karakum_desert6|tejend
tokhomo,good result,belya|siberian_forests_5
meppen,good result,lingen|rheine|aschendorf
drigung,good result,gyama|taklung
dutsi,good result,birnin_zamfara|ye|maradi
lobuya,good result,berezovka|srednekolymsk|sededema|urodan
dzyatlava,good result,shchuchyn|ye|ia|masty|fin
chipisipi,good result,wayustikw|mistanipi
pszczyna,good result,zywiec|hlucin|bielsko
north_hlanganu,good result,south_hlanganu|west_shangana
porumamilla,good result,cuddapah|gandikota
belgorod,good result,vovchansk
ust_kabyrza,good result,kuznetsk|altay_forest_wasteland_2
tajpur,good result,pandua_adina|alamganj
cuareim,good result,yapeyu|mandisobi|ibirapuita|ybiti
mamyn,good result,burunda|ulma
non,good result,dobkuri|menlu
chandpur,good result,bikrampur
manhukdhintanwan,good result,neosho|nanzewaspe
awatixa,good result,manatara|maanaagi_iixodagish|amahami
tamaroa,good result,ou|cahokia|kaskaskia|macoupin|oahaha|emasulia|chepoussa
targoviste,good result,cetateni|ploesti
veliky_porog,good result,lyubytino|borovichi|moshenskoye
ai_ais,good result,nababeep
calahorra,good result,arnedo|olite|tudela|viana
shuixi,good result,weining|dagu_shunyuan|longchang|zhijin
taubate,good result,sao_luis_do_paraitinga|guaratingueta|jacarei|paraibuna_forest
xuahceesh_annappiio,good result,e_omita_i|baashalapache
dzogon,good result,kazhi|nyachukha|chodrak_kham|dawu
inowroclaw,good result,lipno|wloclawek|bydgoszcz|torun
ruanga,good result,chisvingo|ena|massapa
saryozen,good result,zhaldama|konildi|atbasar
liangdang,good result,huizhou|liangquan
carpio,good result,cordoba|martos
haskaont,good result,ouentarionk
gorodishna,good result,nyuksenitsa|ledengskoye
tensas,good result,natchez|chittaloosa|ouachita|ou|catahoula|tunica|ou
irkutsk_kazachinskoye,good result,usa|nikolsky_pogost|kas
unaizah,good result,buraydah|al_mithnab|ar_rass
traianopolis,good result,enez|hayrabolu|kesan|tes|demotica|gulf_saros
turu,good result,tunguska_trail6|tunguska_trail5|nidym|siberian_hills_8
chirki,good result,koptyuga|vashka
csanad,good result,kikinda|mako|arad
urupampa,good result,pisaq|ullantaytampu
manisa,good result,gordes|menemen
yudu,good result,ganxian|ruijin
tehri,good result,lalitpur|irij|chhatarpur
mengjin,good result,jiyuan|mengxian|xinan
arykbalyk,good result,konildi|kak
branicevo,good result,ou|kovin|epe|carasova|kucevo|rudnik
ussel,good result,tour_auvergne|ventadour
jabiyan,good result,fushun_liaoyang
yun,good result,wudang|huanglong|yunxi
manoki,good result,madeira_amazon_jungle|irantxe|enawene|apiaka_jungle
nabaydacu,good result,ia|waco|nacachau|bidai
nobel,good result,pinsk|liubeshiv|chortoryisk
rengat,good result,peranap|indragiri_estuary
alba_de_aliste,good result,zamora|fermoselle
chandrapur,good result,rajnagar|shaharpara|baniachang
yilong,good result,nanbu|xiangru
chiyone,good result,omineca_mountains|tses_kiya_trail|spatsizi_forest
lienz,good result,steinfeld|bruneck
thadij,good result,ar_rass|an_nabhaniyah
arjeplog,good result,fez|ou|arvidsjaur|akkajaur|tes|silbojock|ia|sorsele|ou|storavan|fin|uddjaur|nal|jokkmokk|mie|kvikkjock
sutuko,good result,kabakama|salemata
tarakan,good result,sesayap
balrampur,good result,shravasti|tulsipur|bansi
taigong,good result,qingjiang_liping|kaili|panqiao|huangping
gerik,good result,sankalakhiri_range|beruas|manjung
uiseong,good result,wej|seonsan
forchheim,good result,schwabach|bamberg
jeonju,good result,gimje|yeonsan
nonacho,good result,tatsan|nonacho_lake
jalpan,good result,ou|cadereyta|otomi|tanchaycha|abe|zed
shamokin,good result,paxtang|connatachequa|juniata
aq_am,good result,akinkumasnuqit|akisq_nuk
parma,good result,sandonnino|cremona|casalmaggiore
yusva,good result,usolye|dobryanka
yuttyakh,good result,machakh|batagai|cheriumche
anigiduwagi,good result,yuchi
aveh,good result,tafresh|qom|saveh
gribingui,good result,sarh|ndele
rauma,good result,jotunheim|ewu
cangwu,good result,longping_pingle|tanjin|fengchuan
lubango,good result,kikamba|ia
mistinatuakamau,good result,uashekanau|kausseskait
gawakomitigweia,good result,mnisaton|mihkwakamiwi_sipiy|manomin|mekinock|ou|eso|ia|pembina
longquan,good result,qingyuan_chuzhou|seru|yunhe|wuyishan1
hailar,good result,xuguit|aya
koknar,good result,kurtjar|passau
tomar,good result,ponte_sor
yrgychen,good result,uyandi|kurannakh|siberian_hills_8
guarayo,good result,guarasugwe_forest|paikoneka|bia_mbya|mbia|cayuvava
kuccuntikka,good result,randolph|bear_river_e
palisema,good result,coligua
daye,good result,qishui|wuchang|yongxing
teso,good result,karamoja|busoga|lake_kyoga
kuku_yalanji,good result,djabuganjdji|wimanja
maastricht,good result,roermond|sens|bree|liege|limbourg
muang_phin,good result,muang_phalan|sepon
debra_warq,good result,ye|gannata_giyorgis|tadbaba|tsana|dima|bahir_dar
leshongwane,good result,mapungubwe|mapela
zvenihorod_siverskyi,good result,kromy|mtsensk
kichkas,good result,abe|rozdory|konski_vody
barayy,good result,ye|bulun|kem|byanye|nal|tukulan|ani|mie
ngokro,good result,seguela|daoukro|toumodi
murom,good result,melenki|starodub_votsky
builoo,good result,wangan|yagalingu|margany|garingbal
wappasening,good result,otsiningo|gahato|scahentowanen|lackawanna|lackawaxen|lycoming
apafalaya,good result,zabusta|apotaka_hacha
kaysun,good result,samsat|dluk|ath
