location,status,good_results
pintahae,good result,occaneechi|alamance
pinya,good result,talok|kyaukse|sagaing|amyint|wetwin
pipanaco,good result,shincal|pipanaco_salt_pan|cuyo
piquiri,good result,evuevi|sucuriu|ytykyra|pantanal_swamp|araguaia
piracicaba,good result,amal|araritaguaba|ou|mogi_mirim|amal|campinas|abare_i|brotas|sao_carlos
piranga,good result,ponte_nova|parapopeba
piranshahr,good result,sardasht
pirapora,good result,pinheiro|goianas|gouveia
piratini,good result,ibaje|piratinin|icabaqua|cacapava
piratinin,good result,piratini|cangucu|amal|icabaqua|patos_lagoon
piratininga,good result,parnaiba|aruja
piray,good result,praiba_sul|ita_atiaia
pirca_pirca,good result,chumuch|congona|kaxa_marca|luchow|markahuamachuco|huallumarca
piripucu,good result,kaiowa|ayvu_pora
pirna,good result,dresden|decin
pisa,good result,pontedera|riviera_levante
pisaq,good result,pikillaqta|urupampa
piscataquis,good result,penobscot|millinocket
pisek,good result,husinec|benesov|beroun
piskorowice,good result,rudnik_poland|yaroslav_poland
pismachi,good result,cuauhtemallan|chiapas_mountains|tzunun_kaab
pitahauerat,good result,kirarutah|kaw|mahohevahoe
pitchibourenik,good result,caisaboscai|cape_hope_islands
pitea,good result,lulea|byske|bodebyn|alvsby|gulf_of_bothnia
pithapuram,good result,rajamahendry
pitkachi,good result,chawchila|noptinte|gashowu|tachi
pitlaxa,good result,tefeyak|sheulec|shichaam
pitlyar,good result,voikar|siberian_wasteland_11
pitta_pitta,good result,wangkamana
piumhi,good result,tres_pontas|passos|sao_sebastiao_paraiso|pium_i
pivn_man_antu,good result,jachal|pissis_mountains
pixian,good result,shuangliu|jinyuan|guanzhou
plasencia,good result,arroyo|jaraicejo|valverde
plenita,good result,calafat|severin|vidin|visesav
plieran,good result,rejang|balui
plock,good result,gabin
ploesti,good result,targoviste|slobozia
plovdiv,good result,stanimaka|constantia_bul|strelcha|tsepina
po_delta,seazone,
pobeda,good result,artyk|ust_nera
pocasse,good result,cerwecerna
pochutla,good result,ocosingo|lakam_tun|lacandon_jungle|baak
pocosin,good result,chowanoke|kehaukee|albemarle_sound
pocumtuck,good result,agawam|po|wantastiquet|po|monadnock
podberezye,good result,kholm|velikiye_luki
podebrady,good result,hradec_kralove|chrudim|kourim
podgorica,good result,brskovo|abe|podgorica|otun|epe
podor,good result,walalde|dagana
podosinovets,good result,kichmengsky_gorodok|pyras
poenari,good result,arges|cozia|ramnicu_valcea
pogamasing,good result,eskimanetigon|penokean_hills
poggibonsi,good result,florence|pescia
pogoreloye,good result,yukhnov|kaluga
pogoro,good result,mbunga
poitiers,good result,chatellerault|montmorillon
pokegama,good result,chequamegon|odaawaa
pokiok,good result,nashwaak|meductic
pokot,good result,ilchamu
pokrovsk,good result,ukek
pokrovskoye,good result,stavropol_na_volge|simbirsk
pokshenga,good result,shardonem
pol_dokhtar,good result,shush|darrehshahr
polco,good result,cuyo
polevskoy,good result,nyazepetrovsk|uktus
poli,good result,rei_bouba|kontcha|ngaoundere
poligus,good result,baykit|siberian_forests_4
pologoye_zaymishche,good result,srednyaya_akhtuba|bolkhuny
polonnaruva,good result,trincomalee|hatthigiripura
pome,good result,rigyal
pomorye,good result,intsi_cape|kholmogory|arkhangelsk
ponil,good result,sosva|ivdel|gari
ponkhockie,good result,poughkeepsie|mahicannituck|esquatak
ponoi,good result,kola_taiga|orlov_cape
pont_audemer,good result,seine_bay|tancarville|louviers
ponta_grossa,good result,palmeira_brasil|guarapuava|guaiana|imbau
pontal_point,seazone,
ponte_nova,good result,mariana|piranga
ponte_sor,good result,crato|tomar|torres_novas
pontedera,good result,pescia|pisa
pontianak,good result,tayan|kapuas_delta
pop_fargana,good result,akhsikath|asht|kokand
popocabaca,good result,kinguchi|muene_puto
porahat,good result,garhjat_range|birugarh
porangatu,good result,ava_canoeiro|arraias|gameleira|gurupi|canastra
porazava,good result,vowpa
porekry,good result,sucuriu|camapua|paranaiba|pate|ofaie|iranmranhre
porjus,good result,socksjock|sarek
pormpuraaw_shore,seazone,
port_loko,good result,konkoure|yagala|kamabai
portalegre,good result,valencia_de_alcantara|castelo_branco|crato
portel,good result,moura
porto,good result,lamego|cape_mondego
porto_tibirica,good result,ofaie|taquarucu|kaiwa|mbai_yuru|valparaiso|jataizinho|apucarana
porto_turvo,good result,sao_joao_rei|baependi|barbacena
porumamilla,good result,cuddapah|gandikota
poshekhonye,good result,beloe|knyazhich_gorodok|lukoves
posio,good result,kemijarvi|korvala|yli_kitka|kuusamo
poskam,good result,yarkand
potano,good result,waccasassa_bay|malapaz
poti,good result,timbira|potyguara|cais
potiskum,good result,daniski
potyguara,good result,timbira|tapuios|igaracu|poti
poughkeepsie,good result,abe|nochpeem|ponkhockie|kitchawanc
pouss,good result,logone_birni|guelengdeng|bongor
povazska_bystrica,good result,trencin|zilina
pove,good result,wizi
powhatan,good result,weyanock|mowhemencho
poyang,good result,poyang|wannian|yugan
poznan,good result,srem|oborniki|sroda_wielkopolska
prabumulih,good result,palembang
prachinburi,good result,dong_lakhon|dong_si_maha_phot|sa_kaeo
prague,good result,mlada_boleslav|litomerice|beroun|kourim
praiba_sul,good result,cantagalo|piray
prainha,good result,kuruaya|gurupatuba|ukarangma|kuben_kran_ken
prasat_andet,good result,longvek|tonle_sap_lake|indrapura_khmer|ishanapura
prasat_don_kau,good result,ishanapura|koh_ker|preah_vihear
prasat_pram_lovet,good result,phsar_dek|kampong_roessei|vyadhapura
prasat_thong_lang,good result,champasak|muang_khemarat|yasothon
pratapgarh,good result,
prato,good result,florence|sanlorenzo|pescia
pravaya_khetta,good result,nadym|levaya_khetta
prayag,good result,bhadohi|kara|shankargah
preah_ko,good result,vat_phou|stung_treng
preah_vihear,good result,koh_ker|prasat_don_kau
prerov,good result,olomouc|prostejov|hradiste|opava
presnowka,good result,tarankol|kyzylzhar
prey_nokor,good result,kampong_sraka_trey|kampong_roessei|tuol_ta_mouk
prieska,good result,siyancuma|kxau|kheis
priluky,good result,village_onega|sheleksa
prinzus,good result,boas|yuskus|karawala
prirechnyi,good result,kirkenes|suonikyla
privas,good result,viviers|tournon|valence
priyutnoye,good result,raguli
promsa,good result,altyshevo|karsun|chamzinka
prosek,good result,giannitsa|kilkis|shtip|veles
prostejov,good result,olomouc|prerov
proszowice,good result,krakow|wislica|wieliczka
prozorovo,good result,ves_yogonskaya
prudy,good result,pskov|meletovo|ostrov
przemysl,good result,yaroslav_poland|krosno
pua,good result,nan
puan,good result,cangxi|zhaohua
pubungu,good result,acholi|lango|pawir
puchacay,good result,biobio|lafkenmapu|lelbunmapu|concepcion_bay_plata
pudasjarvi,good result,taivalkoski|kuivaniemi
puding,good result,dingnan_anshun|pingba|zhijin
puebla_de_alcocer,good result,escurial|herrera|villanueva_de_la_serena
puebla_de_guzman,good result,mertola|ayamonte
puebla_de_montalban,good result,toledo|illescas|talavera_de_la_reina
puel_co,good result,piren_forest|one
puente_arzobispo,good result,oropesa|guadalupe|talavera_de_la_reina
puge,good result,qiaojia|leibo|kuozhou|wumeng|yongshan
pulau_river,seazone,
pulawama,good result,srinagar|ganderbal
pumanota,good result,madeira_amazon_jungle|pumanota_mountains|cololo_mountains
pumbo,good result,monsol|mbanza_nsundi
pumpu,good result,ichugan|waqurunchu_mountains|yanesha|chanchacc|ou
punakha,good result,himalaya16|wangdue
puncune,good result,otish_mountains|cololo_mountains
pungo_ndongo,good result,bondo|aco|lucala|kuneni
punia,good result,kaunas|alytus|merkine
punta_de_campo,seazone,
punta_mbonda,seazone,
puqi,good result,linxiang|xindi|jiayu
pur,good result,kara_sea|yevoyakha|siberian_tundra_1
purnia,good result,khagaria|teliagarhi|bihariganj|katihar
puruga,good result,wanamara|mbara|gugu_badhun
purutu_island,seazone,
pushang,good result,herat|mashhad_rizeh|salehabad
pushkino,good result,moscow|zvenigorod
pushroot,good result,
pusiga,good result,pama|sansanne_mango
pusilha,good result,ceibal|seacal
pustosel,good result,rognedino|belik
pustozersk,good result,barents_sea|russian_wastelands_9|ust_tsilma
putao,good result,himalaya21|suamprabon
putna,good result,storozhynets|abe|otun|ani|ia
putyatino,good result,koponovo|shilovo
putyvl,good result,buryn|melnya|glushkovo
puyang,good result,changyuan|dongming|juancheng|fanxian
puyu,good result,hambatus|kichwa|sangay
pyay,good result,paungde|thayet|myanaung
pyeongchang,good result,yeongwol|jeongseon
pyeonggang,good result,ichon
pyinmana,good result,taungoo|lewe|nwamethin
pyras,good result,veliky_ustyug|lalsk|podosinovets
pyshchug,good result,bolshaya_yakshanga|vokhma
pyuthan,good result,chaughera
pyzdry,good result,lad_konin|sroda_wielkopolska
q_espiea,good result,swarakxen|snk_mip|illecillewaet
qadisiyyah,good result,samawa|kufa|hillah
qala_fateh,good result,zabol|rudbar_sistan
qala_kohistan,good result,jawand|paropamisus_mountains1
qala_safid,good result,basht|nurabad
qaladiza,good result,mawet|altun_kupri
qalai_khumb,good result,kham_bahar|vanch
qalyub,good result,samanoud|cairo|giza|menouf|bilbeis|kafr_saqr
qanbalik,good result,dunla|gonganbao|urumqi
qandhar,good result,nirmal|kaulas|dahrur|nander
qar_ka_la,good result,moqoit
qarr_unaq,good result,igiugig|naknelk_lake
qaryat_al_bidh,good result,istakhr|saadatshahr|shahr_meyan
qasba,good result,fathabad|bikrampur
qashliq,good result,turtas|tobolsk|vagay
qasr_ibrim,good result,daw_sud|kalabsha
qayyarah,good result,mosul|al_sinn
qena,good result,el_balyana|akhmim|qus|hiw
qianan,good result,kuanhe_xingzhou|yifeng|lulong
qianhua,good result,ningdu
qianjiang,good result,shayang|yusha|jingling
qianjiang_binzhou,good result,xincheng_xincheng|laibin
qianlong,good result,yongning|xuanhua_nanning
qiantang_estuary,no river,
qianyang_yuanzhou,good result,huaihua|huitong|tianzhu|luyang
qianzhou,good result,fufeng|xianyang
qiaojia,good result,huili|zhehai|puge|wumeng
qiaokou,good result,xiangyin|xiangtan
qidong,good result,jiyang|zhangqiu|gaoyuan_jinan
qikirtajuaq,good result,kamiskayachuuch|alukpaluk_bay
qila_panjeh,good result,ishkashim|sarhad
qimen,good result,xiuning
qingchi,good result,nanpi|jiaohe|huichuan
qingchuan,good result,wenxian_gongchang|daan
qingfeng,good result,nanle|neihuang
qinghe,good result,jingzhao|enzhou|guantao
qinghe_huaian,good result,shanyang_huaian|andong_huaian|taoyuan_huaian|hongze_lake
qingjian,good result,dinghu|suide|yanchuan|hilo
qingjiang,good result,xingan_linjiang|fengcheng
qingjiang_liping,good result,tonggu_liping|taigong
qingshen,good result,longyou_jiading|meizhou
qingtian,good result,lishui|yongjia
qingyang_luan,good result,linzhou|lucheng
qingyuan,good result,huiqi|hanguang|sanshui
qingyuan_chuzhou,good result,longquan
qingzhou_mongol,good result,linhuang|quanning|pingdisonglin
qiongshan,good result,chengmai|leizhou_bay
qipcarpak,good result,chuathbaluk|tovisq_ol
qiqihar,good result,taizhou_jurchen|ia|talaha|dalaiketun|zhalong|laha
qishan,good result,meixian
qishui,good result,qichun|daye
qixian_tongchuan,good result,mianzhou|shehong
qiyang,good result,changning|lengshuitan|guiyang_hengyang
qizhou,good result,jixian|abe|guzhou|otun
qlispe,good result,saleesh|kalispel
qollaxalec,good result,dapiguemlec|lanagashec|tacshic|qompi|mepenes
qom,good result,aveh|kahak
qom_caia,good result,karendo|tilala|romang|nogoya
qom_toba,good result,rukahe|matara|chinipi
qompi,good result,qollaxalec|nakaigetergehe
qonirat,good result,shimbay|xojeli|aral_sea
qorveh_darjazin,good result,khondab|tafresh
quan_da_chau,good result,muong|co_dang
quang_yen,good result,nam_sach|red_river_delta
quanning,good result,kailu|linhuang|wuping_daning|songzhou
qubodijon,good result,hissar|aiwanj|farkhor|vakhs|arkhan
quechula,good result,tonala_coatzacoalco|napinaica|cupilco
quelimane,good result,boror|chindre|mopeia|quelimane_river
quelimane_river,seazone,
quetico,good result,croix_lake|saganaga
quetzalla,good result,culiacan|otaez
qufu,good result,zouxian|ziyang|sishui
quge,good result,lungkya|muxihe|taktsang
quiaghtena,good result,agouasaque|wabash|ambraw
quibala,good result,tende|ayo|nanboa_angonga|katobe_a_mubebe
quibdo,good result,gioro|tatama|bojaya
quiberon_bay,seazone,
quicuima,good result,tocaima
quigate,good result,quizquiz|anilco|tutilpinco|pacaha|calpista
quigualtam,good result,tiou|taposa|anilco|guachoyo
quines,good result,ath|huanacache|oland|millcayac|sankancete|mamull_mapu
quipana,good result,tula_ark|tutilcoya
quisquisacate,good result,aim_mocoylek|macaclita
quiteta_coast,seazone,
quito,good result,imbaguarbak|ou|mindu|ami_mountains
quivira,good result,etzanoa|aahkawiraahkata
quixara,good result,tabajara|jucas
quizquiz,good result,chucalissa|ongoulastoga|taposa|pacaha|quigate
qumarleb,good result,sharu|drichu
qumbash,good result,aksu|maralbexi
qusayr,good result,homs|baalbek
qusquasrundee,good result,maumee|kociihsasiipi
quuiich,good result,etnemitane|coos_bay
quva,good result,akhsikath|kerben|andijan
quy_hoa,good result,van_ban|tam_dai
quyon,good result,nagatinong|nichabau|kitchissippi|po|matoueska|kinozhesipi
quz_rajab,good result,kassala|ed_damer|al_matamma
qw_ewt,good result,tk_emlups|karluk_peak
raciborz,good result,hlucin|kozle
radogosch,good result,trubchevsk
radom,good result,stezyca|zwolen|czersk
radomsko,good result,brzeznica|mstow|radomsko|otun|ani|ia
radovanu,good result,corabia|lom
ragh,good result,araska|kham_bahar
ragnit,good result,tilsit|jurbarkas
ragunda,good result,selanger|solatunum|ramsele|froso
rahachow,good result,luchin|streshyn|novy_bykhaw
rahatgarh,good result,sugaur|damoh|lalitpur|chhatarpur|panna
rahba,good result,abu_kemal|busayrah|deir_ez_zor
rahon,good result,sirhind|kutlehar
rahor,good result,yungdrung|nubzur
rahsaan_khad,good result,avraga
raichur,good result,kurnool|gadwal|devadurga|bellari
raighar,good result,kalahandinagara|sitanadi_hills
raikot,good result,sirhind|hajner|jalandhar
raipur,good result,tilda|dhamtari|sripura
raipur_bengal,good result,barabhum|chandrakona|hijli|ghatsila
rajabar,good result,dubbi|ghotki
rajamahendry,good result,pithapuram|rampa|pallakolu
rajanari,good result,chainpur|chaudandi|ranibas
rajgir,good result,patna|bihar_sharif|gaya
rajim,good result,dhamtari|sripura
rajmahal,good result,teliagarhi|katihar
rajnagar,good result,jaintiapur|shaharpara|chandrapur
rakhiv,good result,sighet
rakitnya,good result,kuvshinovo|vyshny_volochyok|bologoye
rala,good result,gartok|ormogang|tashigang
rama,good result,koapolkan_lake|bocto
ramagiri,good result,chennur|yegaladapa|palampet|vemulawada
ramechhap,good result,dolakha|okhaldhunga|sunkoshi
ramgiri,good result,wa|ambikapur|ramkola|mailan_hills
ramkola,good result,ambikapur|ramgiri
ramnagar,good result,nagod|bhatta
ramnagar_bihar,good result,bettiah|sheohar|kushinagar|tansen
ramnicu_sarat,good result,focsani|galati|tecuci|braila
ramnicu_valcea,good result,poenari|cozia|dragasani|slatina
rampa,good result,rekapalle|rajamahendry|kothagudem
rampart,good result,tanana|beaver
rampur_boalla,good result,shahjadpur|naogaon|pabna|chandrabad
rampura,good result,bhanpura|kota
ramsele,good result,solatunum|asele|ragunda
ramsis,good result,alexandria|damanhur|kharibta|menouf
ranchi,good result,ichagarh
rander,good result,surat|indian_coast15
randolph,good result,yoov_we_teuh|kuccuntikka
ranea,good result,tornea|hienatiemi|branna
rangkawe,good result,waykuche|meli_pillan|culebra_point
rangkull_mapu,good result,tapalquen|tubicha_mini|trenquelauquen
rangpur_bengal,good result,dura|goraghat|jalpaiguri|kamatapur|muktagacha
ranibas,good result,chainpur|chaudandi|rajanari
ranikot,good result,kotri|sehwan
ranohira,good result,betroka
ranthambore,good result,sheopur|mangrol
ranua,good result,simo|korvala
rao,good result,amaimon|mum|aruamu
rapayan,good result,huari|japallan|manchac
raqchi,good result,otish_mountains|pikillaqta
raqqa,good result,busayrah|jabar|tabqah
raritan_bay,seazone,
rasht,good result,caspian_sea4|rudbar|lahijan
rassawek,good result,mowhemencho|appomattox|amal|monahassanugh|massinacak|amal|monasukapanough
rasskazovo,good result,tambov
rastyapino,good result,nizhny_novgorod|gorodets
rasyal,good result,bhimber|banihal
ratchaburi,good result,chaisri|kanchanaburi
rath,good result,korra|irij|mahoba|konch|kalpi|banda
ratlam,good result,ujjain|mandsaur|jabhua|banswara
ratnagiri,good result,kataka|harishpur|jajnagar|bhadrak|indian_coast59
ratnapura,good result,chaiturgarh|tummana|kenda|tilda|deori
ratne,good result,liubeshiv|shatsk
rattanaburi,good result,suwannaphum
rauma,good result,jotunheim
raumo,good result,bjorneborg|hvittis
rauna,good result,cesis|gulbene|sigulda
ravno,good result,rudnik|jagodina
rawa_papua,good result,amaimon|adzera
rawalakot,good result,kohtali|sherwan
rawatsar,good result,sarsuti|bhatnir|suratgarh
rayadurga,good result,anantapur|gutti
raybag,good result,kolhapur|gokak
raznezhye,good result,khakhaly|voskresenskoye
reading,good result,henley|windsor|abingdon
rechnoye,good result,khosheutovo|mikhaylovka_pontic
rechytsa,good result,gomel|kholmyech
red_river_delta,seazone,
red_rock,good result,penointikara|beaverhead
regensburg,good result,kelheim|straubing
reghin,good result,gheorgheni|gurghiu
reinosa,good result,burgos|picos_de_europa
rejaf,good result,lado|gondokoro|madi|acholi
rejang,good result,katibas|plieran
reka_pur,good result,puur_trail|sklad
reka_tumanskaya,no river,
rencheng,good result,zouxian|weishan_lake
rende,good result,nanning|songming|dongchuan
rengat,good result,peranap|indragiri_estuary
renk,good result,alays|kosa|assosa|aka
rentina,good result,serres|drama|strymonian_gulf
rethel,good result,orchimont|chateau_porcien|grandpre|mouzon
reveley_shore,seazone,
revny,good result,bryansk|trubchevsk
rewa,good result,shankargah|nagod
rezoky,good result,bengy|mahabo|islands_of_crabs
rheine,good result,munster|lingen|meppen
rhine_estuary,seazone,
ribadavia,good result,ourense
ried,good result,braunau|scharding|griesbach
riedlingen,good result,erbach_swabia|saulgau
rietberg,good result,warendorf|paderborn|detmold
riga,good result,jelgava|salaspils|riga
rigyal,good result,pome|buchu|metog
rikbaktsa,good result,madeira_amazon_jungle|apiaka|apiaka_jungle|kayabi_jungle|ikpeng
rim,good result,yatenga|abe|otun|ia
rima,good result,sangacho|walong
ringerike,good result,hallingdal|bragernes
rinpung,good result,pingwu|songzhou_songpan
rinpung_yarlung,good result,tsangdram|gangdise6|lho_taklung|nyemo
rio_grande,good result,hakata|tuba|geba_estuary
rio_nunez_mouth,seazone,
rio_pardo,good result,salinas
rio_pongo,good result,gueme_sangan|sangareya_bay
riverie,good result,lyon|saint_etienne
riviera_levante,seazone,
rivne,good result,kostopil|ostroh
roanne,good result,semur_en_brionnais|feurs
rochechouart,good result,limoges|aixe|chabanais
rochefort,good result,saintes|ile_de_re
rodez,good result,st_affrique
roermond,good result,maastricht|venlo|weert|monchengladbach
rogachevo,good result,zvenigorod|abe|rogachevo|otun
rognedino,good result,vshchizh|pustosel
rogozh,good result,vlasovo
roh,good result,gidhaur|bihar_sharif|otun|ia
rohat_kermen,good result,aslan_horod|velyka_lepetykha
rohatyn,good result,buchach|tysmenytsia|zhydachiv
rohrbach,good result,freistadt|passau
rohtas,good result,sasaram|untari|vijaygarh|otta
roi_et,good result,mancha_khiri|yasothon
rokan,good result,sontang|kunto
romang,good result,nakaigetergehe|taragui|payubre
romanov,good result,yaroslavl|kurba|ust_sheksna
romanovsky_khutor,good result,tbilisskaya|armavir
romans,good result,tournon|valence|vienne|saint_marceilin
rome,good result,sabina|bracciano|coast_lazio
rongmei_naga,good result,khaspur|khalangsha|thada|liangmei
roros,good result,idre|tynset|holtalen|s_jamtland_wasteland
roshtqala,good result,shighnan|ishkashim
rosnay,good result,vitry_en_pertois
ross_river,good result,pelly_river|mackenzie_mtns
rosso,good result,dagana
rossosh,good result,ostrogozhsk|verkhny_mamon
rotenburg,good result,hersfeld
rottenburg,good result,osterburg|freising|erding|landshut
rouen,good result,tancarville|louviers
rovdino,good result,velsk|vaga
rovereto,good result,trento|peschiera
rovigo,good result,ferrara|comacchio|chioggia|legnago
rovnoye,good result,goly_karamysh
rowta,good result,tezpur|bordowa|durjaya
rozan,good result,zakroczym|ostroleka|kamieniec
rozdory,good result,kichkas|samarchyk
rozhdestveno,good result,starodub_on_the_klyazma|muromtsevo_murom
rozhyshche,good result,dubno|chortoryisk
rtishchevo,good result,serdobinskaya|turki
ruanga,good result,chisvingo|ena|massapa
rubaga,good result,bigo_bya_mugenyi|vitoria
ruby,good result,koyukuk|birches|koyukon_forest
rudbar,good result,shamiram|rasht|lahijan
rudnik,good result,branicevo|ravno|smederevo|jagodina
rudnik_poland,good result,urzedow|sandomierz|piskorowice|rzeszow
rudnya,good result,orsha|krasny|katyn
rudobelka,good result,mazyr
rudrapur,good result,ballia|azamgarh|chillupar|gorakhpur
rudrapur_kumaon,good result,champavati|kanchapur
ruhptare,good result,manatara|matootonha
ruichang,good result,guangji|yongxing|dehua_jiujiang
ruicheng,good result,lingbao|hedong|pinglu|huayin|tongzhou
rukahe,good result,yaaucaniga
rumbek,good result,meshra_er_req|shambe|madi|tambura
rumu,good result,kerewo|namo_me
runyan,good result,muli|kheong|hengduanshan3
rupert_plateau,impassable,
rupharupha,good result,huacrachuco|ou|kotosh|one|kachi
ruse,good result,giurgiu|tutrakan|cherven
russky_kameshkir,good result,gorodishche|troitskoye_kuroedovo|staraya_kulatka
ruvuma_bay,seazone,
ruyuan,good result,qujiang|lechang
ruza,good result,mozhaysk|zvenigorod
ryazan,good result,kazari|staraya_ryazan
rybachy_peninsula,seazone,
ryn_poland,good result,barten|lidzbark
rzeszow,good result,rudnik_poland|yaroslav_poland
sa_kaeo,good result,prachinburi|dong_si_maha_phot
saadatshahr,good result,istakhr
saaka,good result,gomene|east_makhuwa|memba
saakak_hukaahaanu,good result,waskada|metigoshe|itscheabine
saalfeld,good result,gera|arnstadt
saamis,good result,insaombi|wawaskesiw_sipiy
saarburg,good result,luxembourg
saarijoki,good result,nadvoitsy
sabac,good result,mitrovica|teocak|debrc|krupanj
sabalgarh,good result,agra|dholpur|karauli
sabanes,good result,latunde|aikana
sabanozu,good result,baliseyh|kalecik|cankiri
sabarabucu,good result,amal|cataguases|kaxixo|ou|curvelo|sete_lagoas|amal|santo_antonio_monte|oral|parapopeba
sabe,good result,djougou|savalou|dassa_zoume
sabina,good result,rome|orte
sable,good result,le_lude
sacchuma,good result,napochi|eianamogola|yaneka|tchoukafala|tiou
sachchaa_mukku,good result,sarkajpa|mizque|arque|lluska_mountain
sadak,good result,buzuluk|malyy_uran
sadhaura,good result,thanesar|nahan
sadiya,good result,bengmara|gomsi|tengapani
safare,good result,tindirma|ngouma|korientze
safranbolu,good result,arac|yenicepazari
sagadahoc,good result,androscoggin|casco_bay
sagaing,good result,pinya|dhipaesyin|moksobo|ngasingu|wetwin
sagami_bay,seazone,
saganaga,good result,quetico|kawishiwi
sagar,good result,makhtal|raichur|mudgal|talikota|chitapur|kembhavi
sagara,good result,kutu|east_gogo|east_hehe|mbunga
saginaw,good result,saginaw_bay|tittabawassee
sagu,good result,taungdwingyi|thayet|salin|ngape
saguenay_fjord,good result,abe|outapimiskou|tadoussac
sahadia,good result,barren_islands|maxia|ankavandra
sahar,good result,tahe
saharanpur,good result,thanesar
saharsa,good result,chaudandi|khagaria|darbhanga|madhubani|bihariganj
sahel_corridor29,impassable,
sahrazur,good result,khanaqin|hawraman|javanrud
said_bundas,good result,bayyu|kafia_kinji
sain,good result,miandoab|takht_e_soleyman
sainiambu,good result,kiluata|muata_musembo|bojamba
saint_andrew_bay,seazone,
saint_augustin_bay,seazone,
saint_etienne,good result,chalancon|tournon|feurs|montbrison|riverie|vienne
saint_gaudens,good result,tarbes|north_western_pyrenees|aspet
saint_lawrence_estuary,seazone,
saint_mihiel,good result,bar_le_duc|metz|nancy|toul|fresnes
saint_paul_river,good result,mesurado|cape_mount|bopolu|cape_mesurado
saint_quentin,good result,cambrai|guise
saintala,good result,balangir
saintes,good result,cognac|rochefort
saipuru,good result,tomina|samaipata|koraveka|mbia|amomegosode|mrubicha
saitama,good result,hanzawa|nitta
sakambunje,good result,kisenge|muconda|saurimo|kadinbola
sakawyiniw,good result,tawatinaw|thilane_hot_ine
sakirabia,good result,wajuru|guarasugwe|guarasugwe_forest
sakitawahk,good result,mistahi_sakahikan|missinipi
sakju,good result,uiju|chosan|donggo|kuandian
sakkyryr,good result,kustur|tenki|zhargalakh
saku,good result,okuchichibu_mountains|adra|kanra|chiisagata
sakwatamau,good result,apetowun|tawatinaw
sakya,good result,ganden_delingshar|himalaya13|jonang
salaga,good result,kintampo|dambai|nakpa
salair,good result,kolchugino|kuznetsk|kytmanovo
salamat,good result,bahr_salamat|sarh|ndele|am_dam
salaspils,good result,riga|koknese|sigulda|straupe|riga
salay,good result,saw|pagan|magway|salin
salde,good result,golere|nguidjilone|kaedi
saldus,good result,kuldiga|durbe
sale,good result,mouth_sebou|manora|otun
saleesh,good result,missoula|niarada
salehabad,good result,pushang|karakum_desert4|sarakhs|torbat_e_jam
salemata,good result,sutuko|kaabu|iwol|tuba
salianah,good result,bahraich|shravasti|firuzabad_bahraich|jagatipur|chaughera|malneta
salikuit_islands,seazone,
salin,good result,saw|salay|laungshe
salinas,good result,rio_pardo|itaratim
salta,good result,oma_sacopo|lule
saluzzo,good result,pinerolo|carmagnola|cottian_alps2
salvaterra,good result,lisbon|santarem
salyan,good result,mughan|caspian_sea6
salylyk,good result,siberian_hills_8|selennyakh
samaipata,good result,tomina|chuwi|mbia|saipuru
samana_india,good result,sirhind|thanesar|kaithal|sunam
samanoud,good result,damietta|mansoura|el_mahalla|menouf|qalyub
samaqua,good result,mistassibi|ouasimesca
samara,good result,bogatoye
samarchyk,good result,rozdory|oril|kodak
samarkand,good result,dimishk|panjakent
samarra,good result,khalis|tikrit|ukbara
samasingha,good result,sambalpur|sarangarh
samastipur,good result,mehsi|hajipur|khagaria|monghyr
samauma,good result,saraua_jungle|mairi
samawa,good result,suq_al_shuyukh|nasiriyah|qadisiyyah
samba,good result,hulu_mendawai|katingan
samba_kongo,good result,tamba|kuilembi
sambaliung,good result,kelay|sungai_lati|berau_delta
sambalpur,good result,samasingha|sonepur|bargarh
sambhal,good result,gunnaur|chandpur_uttar_pradesh|mirat
sambir,good result,lviv
sambo,good result,ovimbundu_kongo|huambo|dumbo
samborombon_bay,seazone,
samcheok,good result,jeongseon|bonghwa
samda,good result,biru|pembar
samira,good result,an_nuqrah|as_sulaymi|at_tarfawi
samiram,good result,sisakht
samorin,good result,bratislava|nitra|trnava|komarom|gyor
sampheak_borak,good result,phnom_santuk|kracheh|stung_treng
sampit,good result,cempaga|sampit_bay
sampit_bay,seazone,
samriddhipuri,good result,ia|annamese_range7
samsat,good result,kahta|kaysun|birecik
samsu,good result,huju|gapsan|linjiang_jurchen
samsun,good result,akkus|terme|balik_gulf
samye,good result,nedong|densatil|gongkar
san,good result,bla|djenne
san_antonio_patrulha,good result,nononai_forest|vacaria|sao_leopoldo
san_carlos_bay,seazone,
san_felices,good result,yecla_de_yeltes|meda|moncorvo
san_francisco_bay,seazone,
san_pedro,good result,tabou
sana_tx,good result,saxop_wan_pupako|chayopin|yojuane|cantona
sanaga,good result,bertoua|yoko|yambasa
sanandaj,good result,hawraman|muchesh
sancerre,good result,st_pierre_de_moutier|gien|montargis|sully
sancha,good result,chengji|longan
sandakan_harbour,seazone,
sandan,good result,phnom_santuk|stung_treng
sande,good result,bragernes
sandikli,good result,seyhli
sandomierz,good result,tarnow|opatow|rudnik_poland
sandonnino,good result,parma|cremona
sanga,good result,korientze|dia
sanga_kongo,good result,berbela|jaggas
sangacho,good result,nyainqentanglha4|rima|himalaya21
sangamon,good result,peoria|macoupin|okaw
