locationA,locationB,accessType
jammer_bay,vigso_bay,sea
jammu,kathua,land
jammu,pasrur,land
jammu,sialkot,river
jammu,udamphur,river
jamsa,jyvaskyla,river
jamsa,orivesi,land
jamsa,paijanne,lake
jamsa,tavastehus,land
jan_mayen,norwegian_sea,port
janakkala,liljendal,land
janakkala,lohja,river
janakkala,nasisalki,lake
janakkala,porvoo,land
janakkala,sjundea,land
janakkala,tavastehus,river
janakpur,madwas,land
janakpur,sidhi,land
janakpur,sohagpur,land
janakpur,sonhat,land
janakpur_nepal,madhubani,land
janakpur_nepal,simraungadh,land
janakpur_nepal,sindhuli,land
janakpur_nepal,siraha,land
janakpur_nepal,sitamarhi,land
janauba,montes_claros,river
janauba,rio_pardo,land
janauba,salinas,land
jand,kyzylkum_desert,land
jang_tana,nangchen,land
jang_tana,riwoche,land
jang_tana,tanggula1,river
jangheung,yeonggam,river
jangipur,mandar_parvat,land
jangipur,rajmahal,river
jangjin,samsu,land
jangjin,western_korean_mountains1,land
jangjin,western_korean_mountains2,land
jangyeon,ongjin,river
jangyeon,pungcheon,river
jangyeon,taedong_river_mouth,port
janjira,raigarh,river
jannaba,khark_island,port
jannaba,nurabad,land
jannah,mishab_cape,port
jannah,nita_arabia,land
jannah,qaryat_ulya,land
jannat_shahr,qatruyeh,land
jannat_shahr,rostaq,land
janow_lubelski,krasnystaw,land
janow_lubelski,lublin,land
janow_lubelski,piskorowice,land
janow_lubelski,rudnik_poland,land
janow_lubelski,urzedow,land
jansath,karnal,river
jansath,mirat,river
jansath,nagina,river
jansath,panipat,river
jansath,piran_i_kaliyar,river
jansath,saharanpur,river
japallan,manchac,river
japallan,rapayan,river
japallan,wanuco_marka,river
japallan,yanajanca_jungle,land
japallan,yerupaja_mountains,river
japan_high_sea1,japan_high_sea2,sea
japan_high_sea1,japan_high_sea3,sea
japan_high_sea1,north_western_pacific1,sea
japan_high_sea1,pacific_kuro_current15,sea
japan_high_sea1,pacific_kuro_current16,sea
japan_high_sea1,west_hachijou,sea
japan_high_sea10,japan_high_sea11,sea
japan_high_sea10,japan_high_sea9,sea
japan_high_sea10,philippine_sea,sea
japan_high_sea10,yaeyama_islands,sea
japan_high_sea11,japan_high_sea12,sea
japan_high_sea11,lan_island,sea
japan_high_sea11,philippine_sea,sea
japan_high_sea11,tulan_bay,sea
japan_high_sea11,yaeyama_islands,sea
japan_high_sea12,lan_island,sea
japan_high_sea12,philippine_sea,sea
japan_high_sea2,japan_high_sea3,sea
japan_high_sea2,shio_cape,sea
japan_high_sea2,toutoumi_outward_sea,sea
japan_high_sea2,west_hachijou,sea
japan_high_sea2,west_miyake,sea
japan_high_sea3,japan_high_sea4,sea
japan_high_sea3,muroto_cape,sea
japan_high_sea3,pacific_kuro_current16,sea
japan_high_sea3,philippine_sea,sea
japan_high_sea3,shio_cape,sea
japan_high_sea3,tenjin_cape,sea
japan_high_sea4,japan_high_sea5,sea
japan_high_sea4,muroto_cape,sea
japan_high_sea4,philippine_sea,sea
japan_high_sea4,shibushi_bay,sea
japan_high_sea4,udo_cape,sea
japan_high_sea5,japan_high_sea6,sea
japan_high_sea5,kadokura_cape,sea
japan_high_sea5,philippine_sea,sea
japan_high_sea5,shibushi_bay,sea
japan_high_sea6,japan_high_sea7,sea
japan_high_sea6,kadokura_cape,sea
japan_high_sea6,miyako_cape,sea
japan_high_sea6,nagata_cape,sea
japan_high_sea6,philippine_sea,sea
japan_high_sea7,japan_high_sea8,sea
japan_high_sea7,kin_bay,sea
japan_high_sea7,kujira_cape,sea
japan_high_sea7,miyako_cape,sea
japan_high_sea7,philippine_sea,sea
japan_high_sea8,japan_high_sea9,sea
japan_high_sea8,kin_bay,sea
japan_high_sea8,philippine_sea,sea
japan_high_sea9,kin_bay,sea
japan_high_sea9,philippine_sea,sea
japan_high_sea9,torinokuchi,sea
japan_high_sea9,zanpa_cape,sea
jaqi_jiwata_mountain,sicasica,land
jaqi_jiwata_mountain,sura,land
jaqi_jiwata_mountain,yungas,land
jarabacoa,maguana,land
jarabacoa,moca,land
jaragua,neiba_mountains,land
jaragua,yaguana,river
jaraicejo,plasencia,river
jaraicejo,trujillo,land
jaraicejo,valverde,river
jaranwala,pindi_bhattian,land
jaranwala,talwandi,river
jarawah_abu_al_aysh,nedroma,land
jarawah_abu_al_aysh,oujda,land
jarawah_abu_al_aysh,ras_kebdana,land
jarawah_abu_al_aysh,taourirt,land
jardines_reina,south_camaguey,port
jardwajali,kromelak,land
jargalan,maraveh,land
jargalan,raz,land
jargalan,sarlawuk,land
jargo_lake,zagya,lake
jariekhi,koban,river
jariekhi,targim,river
jaroujiji,mattole,river
jaroujiji,nongatl,river
jaroujiji,oohl,river
jarrah_karri,kaniyang,land
jarrah_karri,mallee,land
jarrah_karri,manjimup,land
jarrah_karri,munite,land
jarrakan,kadjerong,river
jarrakan,kija,river
jarrakan,worla,land
jarrakan,yiiji,land
jarrarah,qaryat_ulya,land
jarrarah,rumah_jarrarah_corridor,land
jaru,kija,river
jaru,oladjau,river
jaru,tanami_desert,river
jashpur_nagar,rabkob,land
jashpur_nagar,raigadh,land
jashpur_nagar,ramgarh_hills,land
jashpur_nagar,sitapur,land
jashpur_nagar,sundergarh,land
jashpur_nagar,upar_ghat,land
jaskis,korela,land
jaskis,kurkijoki,river
jaskis,pihlajavesi,lake
jaskis,saima,lake
jaskis,vederlax,land
jaskis,villmanstrand,river
jaskis,vyborg,river
jaslo,krosno,land
jaslo,nowy_sacz,land
jaslo,pilzno,land
jaslo,sanok,land
jaszbereny,kecskemet,land
jaszbereny,pest,land
jaszbereny,szolnok,land
jataizinho,mbai_yuru,river
jataizinho,porto_tibirica,river
jath,miraj,land
jath,mudhol,land
jath,sholhapur,river
jativa,villena,land
jaund,rohtas,land
jaund,sasaram,land
jaund,vijaygarh,land
jaunpur,mau_jaunpur,river
jaunpur,mungra,land
jaunpur,sultanpur_uttar_pradesh,river
jaunpur,varanasi,river
jauregui,kukuta,land
jauregui,maracaibo_lake,port
jauregui,perija,river
jauregui,yukpa,river
jaurua,malal_hue,land
jaurua,millcayac,land
jaurua,uco,land
jaurua,viluco,land
jautok,kelt_aiken,river
jautok,nansen_forest,river
jautok,paine_forest,river
jautok,san_rafael_forest,river
java_sea1,java_sea2,sea
java_sea1,tulangbawang_estuary,sea
java_sea2,java_sea3,sea
java_sea2,jepara_archipelago,sea
java_sea2,kotawaringin_bay,sea
java_sea3,java_sea4,sea
java_sea3,jepara_archipelago,sea
java_sea3,kotawaringin_bay,sea
java_sea3,sampit_bay,sea
java_sea4,java_sea5,sea
java_sea4,kangean_islands,sea
java_sea4,sapudi_islands,sea
java_sea5,java_sea6,sea
java_sea5,java_sea7,sea
java_sea5,kangean_islands,sea
java_sea5,sebuku_strait,sea
java_sea5,tanakeke_strait,sea
java_sea6,laut_strait,sea
java_sea6,pabbiring_islands,sea
java_sea6,sebuku_strait,sea
java_sea6,tanakeke_strait,sea
java_sea7,kangean_islands,sea
java_sea7,saleh_bay,sea
java_sea7,sape_strait,sea
java_sea7,tanahjampea_island,sea
java_sea7,tanakeke_strait,sea
java_sea7,western_selayar_strait,sea
javad,lake_sarisu,lake
javad,mahmudabad,river
javad,maraza,land
javad,mughan,river
javad,qobustan,land
javad,shamakhi,land
javad,zardab,river
javaes,morrinhos,river
javaes,uracu,river
javanese_mountains1,kandangwesi,land
javanese_mountains1,kawali,land
javanese_mountains1,pangandaran,land
javanese_mountains1,sumedang,land
javanese_mountains1,wangung,land
javanese_mountains2,mataram,land
javanese_mountains2,pajang,land
javanese_mountains2,pekalongan,land
javanese_mountains2,semarang,land
javanese_mountains3,lumajang,land
javanese_mountains3,malang,river
javanese_mountains3,pakembangan,land
javanese_mountains3,sadeng,land
javanese_mountains3,trowulan,river
javanese_mountains3,tulungagung,river
javanrud,kamyaran,land
javanrud,kermanshah,land
javanrud,qasr_shirin,land
javanrud,sahrazur,river
jawan,kaprun,river
jawan,karroun,land
jawan,mandurah,river
jawan,whadjuk,river
jawan,yabro,river
jawan,yuat,land
jawand,marv_al_rudh,river
jawand,paropamisus_mountains7,river
jawand,qala_kohistan,river
jawand,qala_naw,land
jawhar,nasik,land
jawor,jicin,land
jawor,kamienna_gora,land
jawor,legnica,land
jawor,nachod,land
jawor,turnov,land
jawor,zlotoryja,land
jawoyn,kamor,river
jawoyn,limilngan,river
jawoyn,mangarayi,land
jawoyn,ngalakan,land
jawoyn,ngalkbun,land
jawoyn,wagiman,river
jawoyn,wardaman,river
jayankondam,karaikal,river
jayankondam,parangipettai,river
jayankondam,pennadam,land
jayankondam,srirangam,river
jayankondam,thanjavur,river
jaynagar,khulna,river
jaynagar,kulpi,river
jaynagar,west_sundarban,river
jayrud,nabek,land
jayrud,qaryatayn,land
jayrud,qutayfah,land
jayrud,syrian_desert3,land
jazair,makisin,land
jazair,qayyarah,land
jazair,rahba,river
jazair,sinjar,land
jazair,tal_afar,land
jazair,tharthar,land
jazair,tikrit,land
jazair,tunanir,land
jazan,sabt_bani_bishr,land
jazan,sabya,river
jazan,sadah,land
jazan,shaharah,land
jean_marie_river,kakisa,river
jean_marie_river,trout_lake,lake
jebba,mokwa,river
jebba,offa,land
jebba,oyo_ile,land
jebba,tada,river
jecheon,mungyeong,land
jecheon,wonju,river
jecheon,yeongwol,river
jeddah,mecca,land
jeddah,yalamlam,land
jefferson,kamodika,land
jefferson,koa_aga_itoka,land
jefferson,leadore,land
jefferson,tukudika,river
jefferson,wapi,land
jefferson,waradika,land
jeguakava,uruguay,river
jekabpils,koknese,river
jekabpils,kraslava,river
jekabpils,makonkalns,land
jekabpils,rezekne,land
jekabpils,selpils,river
jelai,kotawaringin_bay,port
jelai,kotawaringin_lama,river
jelgava,riga,river
jelgava,tukums,river
jelgava,zagare,land
jembayan,julau_kutai,river
jembayan,kutai_lama,river
jembayan,mahakam_delta,port
jembayan,tenggarong,river
jembayan,tuyuk,river
jeminay,kandysu,river
jeminay,kurchum,river
jeminay,lake_ulungur,lake
jeminay,saur,land
jeminay,ulungur,river
jeminay,utbulaq,land
jenipaboacu,parnaiba_delta,port
jenipaboacu,pedra_furada,port
jenipaboacu,tremembe,river
jeongeup,jeonju,land
jeongeup,musong,river
jeongeup,yeonggwang,river
jeongju_jeongju,seonju,river
jeongju_jeongju,sohan_bay,port
jeongju_jeongju,sukju,river
jeongseon,myeongju,land
jeongseon,pyeongchang,river
jeongseon,samcheok,river
jeongseon,yeongwol,river
jeonju,jinan,land
jeonju,yeonsan,river
jepara,pati,river
jequitinhonha,maxakali,river
jequitinhonha,mucuri,land
jequitinhonha,nanuque,land
jequitinhonha_delta,mamoa_coast,sea
jequitinhonha_delta,nac_nanuk,port
jequitinhonha_delta,western_atlantic_high_sea37,sea
jequitinhonha_delta,western_atlantic_high_sea38,sea
jerada,moulouya_corridor1,land
jerada,oujda,land
jerada,plain_tamlelt2,land
jerada,ras_al_ain,land
jerada,taourirt,land
jerantut,kuala_lipis,river
jerantut,kuantan,river
jerantut,pahang,river
jerantut,paka,land
jerantut,terengganu_hills,land
jerez_de_la_frontera,medina_sidonia,land
jerez_de_la_frontera,sanlucar,land
jerez_de_los_caballeros,moura,land
jerez_de_los_caballeros,villanueva_del_fresno,land
jerichow,osterburg,river
jerichow,stendal,river
jerichow,treuenbrietzen,land
jerichow,wolmirstedt,river
jerramungup,jubururu,land
jerramungup,kukerin,land
jerramungup,noongar,land
jerramungup,nyaki_nyaki,land
jerramungup,willman,land
jerrinja,jervis_bay,port
jerrinja,ngarigo,river
jerrinja,tharawal,river
jersey,saint_malo_gulf,port
jerubatuba,parnaiba,land
jerubatuba,piratininga,land
jerubatuba,sao_roque,land
jerubatuba,tamoio_forest,land
jerusalem,madaba,river
jerusalem,majdal,land
jerusalem,nablus,land
jessore,jhenaidah,river
jessore,khalifatabad,river
jessore,khulna,river
jessore,maheshpur,river
jessore,pipli,land
jetarktetqal,ohiggins_forest,river
jetarktetqal,paine_forest,river
jeungsan,samhwa,river
jeungsan,seogyeong,land
jeungsan,sohan_bay,port
jeungsan,sukju,river
jeungsan,sunju,land
jeungsan,taedong_river_mouth,port
jever,leer,river
jeziarysca,nevel,river
jeziarysca,polotsk,land
jeziarysca,usvyaty,river
jhal,jhatpat,land
jhal,kirtar_range,land
jhal,kirtar_range_2,land
jhal,shadodkot,land
jhang,kamalia,land
jhang,mankera,river
jhang,shorkot,river
jhang,sillanwali,river
jhanjharpur,madhubani,river
jhanjharpur,saharsa,river
jhanjharpur,siraha,land
jhansi,konch,river
jhansi,kundar,river
jhansi,narwar,land
jhansi,orchha,river
jhao,lakhsar,land
jhao,mashkai,land
jhao,nal,land
jhao,wadh,land
jhao,zik,land
jhatpat,kashmore,land
jhatpat,shadodkot,land
jhatpat,shikarpur,land
jhatpat,sui_pakistan,land
jhenaidah,khalifatabad,river
jhenaidah,kotalipara,river
jhenaidah,maheshpur,land
jhenaidah,sreepur,river
jhunjhunu,manoharpur,land
jhunjhunu,narnaul,land
jhunjhunu,sikar,land
jhunjhunu,taranagar,land
jiachuan,miangu,land
jiachuan,nanjiang,land
jiachuan,zhaohua,land
jiading,kunshan,river
jiading,nanhui,river
jiading,shanghai,river
jiading,yantze_estuary,port
jiaha,jiaohua,river
jiaha,mengzi,land
jiaha,qiubei,land
jiaha,weimo,land
jiaha,wucao,land
jiajiang,longyou_jiading,river
jiajiang,meizhou,land
jiajiang,mingshan,land
jiajiang,qingshen,land
jiajiang,rongjing,land
jiajiang,yandao,river
jiajin,nioman,river
jiajin,sutara,river
jiajin,taowen,land
jiajin,tulguur,river
jiajin,zhanhe,river
jianan,jianyang,land
jianan,ouning,land
jianan,zhenghe,land
jianchang,jingan,land
jianchang,poyang_lake,lake
jianchang,wuning,river
jianchang,xinjian,river
jianchang_sichuan,lugu,land
jianchang_sichuan,pingchuan,river
jianchang_sichuan,puge,land
jianchang_sichuan,suzhou,river
jianchuan,jujin,land
jianchuan,langqiong,river
jianchuan,lanzhou_lanzhou,land
jianchuan,qingshuilangshan,land
jianchuan,qingshuilangshan2,land
jianchuan,tongan_lijiang,land
jiande,lanxi,river
jiande,longyou,river
jiande,pujiang,land
jiande,tonglu,river
jiande,xian_quzhou,river
jiangan,luzhou,river
jiangan,nanxi,river
jiangan,naxi,river
jiangan,rongxian,land
jiangchuan,kunyang,land
jiangchuan,tonghai,land
jiangchuan,xinxing,land
jiangchuan,xisha,river
jiangdu,taixing,river
jiangdu,xinghua,land
jiangdu,yangzi,river
jianghua,lanshan,river
jianghua,liannan,land
jianghua,lianshan,land
jianghua,lianzhou,land
jianghua,nanling3,land
jianghua,yingdao,river
jianghua,yongming,river
jiangjin,qijiang,land
jiangjin,yongchuan,river
jiangjin,zizhou,land
jiangle,mingxi,land
jiangle,shaowu,land
jiangle,shaxian,land
jiangle,shunchang,river
jiangle,taining,river
jiangling,jianli,river
jiangling,qianjiang,land
jiangling,shayang,land
jiangling,shishou,river
jiangling,songzi,river
jiangling,zhijiang,river
jiangning,jurong,land
jiangning,lishui_yingtian,land
jiangning,shangyuan,river
jiangning,wujiang_yingtian,river
jiangshan,pucheng_jianning,river
jiangshan,suichang,land
jiangshan,xian_quzhou,river
jiangshan,yongfeng,land
jiangshan,yushan_guangxin,land
jiangshan_laiyang,jiaoshui,land
jiangshan_laiyang,jimo,land
jiangshan_laiyang,laiyang,land
jiangshan_laiyang,luxiang,land
jiangshan_laiyang,yexian_laizhou,land
jiangshan_laiyang,zhaoyuan,land
jiangsu_coast,jiaozhou_bay,sea
jiangsu_coast,yancheng,port
jiangsu_coast,yellow_sea4,sea
jiangsu_coast,yellow_sea5,sea
jiangxia,jinkou,river
jiangxia,wuchang,river
jiangxia,xiaogan,land
jiangxian,quwo,land
jiangxian,taihangshan6,land
jiangxian,wenxi,land
jiangxian,yicheng_pingyang,land
jiangxian,yuanqu,land
jiangyin,rugao,river
jiangyin,taixing,river
jiangyin,wujin,river
jiangyin,wuxi,land
jiangyin,yantze_estuary,port
jiangyou,pingwu,river
jiangyou,qingchuan,land
jiangyou,rinpung,river
jiangyou,shiquan_maozhou,land
jiangyou,songzhou_songpan,land
jiangyou,zhangming,river
jianli,linxiang,river
jianli,qianjiang,land
jianli,shishou,river
jianli,xindi,river
jianli,yusha,river
jianning,mingxi,river
jianning,nanfeng,land
jianning,ninghua_tingzhou,river
jianning,shaowu,land
jianning,taining,river
jianning,xincheng_jianchang,land
jianping,lishui_yingtian,land
jianping,liyang,land
jianping,nanyi_lake,lake
jianping,xuancheng,land
jianshi,rongmei,land
jianshi,shizhou,river
jianshi,wulingshan,land
jianshi,wushan,land
jianshi,wushan_mountains,land
jianshi,xinhua_guizhou,river
jianshui,mengzi,river
jianshui,mile,river
jianshui,nalou,river
jianshui,shiping,river
jianshui,tonghai,land
jianshui,xisha,river
jianyang,ouning,land
jianyang,pucheng_jianning,land
jianyang,shaowu,land
jianyang,shunchang,land
jianyang,songxi,land
jianyang,wuyishan2,land
jianyang,zhenghe,land
jianzhou,jintang,river
jianzhou,lezhi,land
jianzhou,renshou,land
jianzhou,shuangliu,land
jianzhou,ziyang_zizhong,river
jianzhou_daizhou,jincheng,land
jianzhou_daizhou,lingqiu,land
jianzhou_daizhou,taihangshan8,land
jianzhou_daizhou,taihangshan9,land
jiaocheng,luchuan,land
jiaocheng,qixian_taiyuan,land
jiaocheng,taihangshan2,land
jiaocheng,wenshui,land
jiaocheng,xugou,land
jiaohe,leshou,land
jiaohe,nanpi,river
jiaohe,qingchi,river
jiaohe,wuyi,land
jiaohua,lihua,land
jiaohua,mengzi,land
jiaohua,weimo,land
jiaohua,xisa,river
jiaoshui,jiaoxi,land
jiaoshui,jimo,land
jiaoshui,luxiang,land
jiaoxi,jiaozhou_bay,port
jiaoxi,jimo,river
jiaoxi,lingshanwei,river
jiaoxi,zhucheng,land
jiaozhou_bay,lingshanwei,port
jiaozhou_bay,yellow_sea5,sea
jiaxian,liangxian_ruzhou,river
jiaxian,lushan,land
jiaxian,xiangcheng_kaifeng,river
jiaxian,yangdi,land
jiaxiang,jinxiang,land
jiaxiang,juye,land
jiaxiang,rencheng,land
jiaxiang,shouzhang,land
jiaxiang,wenshang,land
jiaxiang,yuncheng,land
jiaxing,wujiang,river
jiayu,jinkou,river
jiayu,puqi,river
jiayu,xianning,land
jiayu,xindi,river
jiazhou,kaiguang,river
jiazhou,kehu,river
jiazhou,linxian,river
jiazhou,mizhi,land
jiazhou,suide,river
jiazhou,yulin,land
jibat,saqqa,land
jibat,ziqwala,land
jiboia_jungle,jiribatuba,river
jiboia_jungle,tanhacu,river
jiboia_jungle,tupiniquim,river
jicayan,ometepec,river
jicayan,tututepec,river
jicayan,zacatepec,land
jicin,mlada_boleslav,river
jicin,nachod,river
jicin,podebrady,river
jicin,turnov,land
jieshi_bay,lufeng_haifeng,port
jieshi_bay,pingshan_huiyang,port
jieshi_bay,south_china_sea47,sea
jieshi_bay,south_china_sea48,sea
jieshi_bay,victoria_harbour,sea
jiexiu,lingshi,land
jiexiu,pingyao,land
jiexiu,taihangshan4,land
jiexiu,xiaoyi,land
jiexiu,xihe,land
jieyang,lufeng_haifeng,river
jieyang,pantian,land
jieyang,puning,land
jiezhou,lidian,land
jiezhou,tanchang,river
jiezhou,wenxian_gongchang,river
jiezhou,xigu,river
jiezhou,xihe_huizhou,land
jigansk,kystatyam,river
jigansk,sakha_uplands,land
jiguani,maguanes,land
jiguani,mayari,land
jihlava,nemecky_brod,land
jihlava,pernstejn,land
jihlava,znojmo,land
jihuay_coast,ucuna,port
jihuay_coast,yauca,port
jihuay_coast,yauca_coast,sea
jijel,mansouria,river
jijel,mila,land
jijkwtuk,kennetook,river
jijkwtuk,minas_basin,port
jijkwtuk,nictaux,river
jilib,kismayo,river
jilib,mouth_jubba,port
jilibulake,jurhen_ui,river
jilibulake,sok,land
jilibulake,tanggula1,river
jilibulake,tanggula2,river
jilibulake,tsedzong,land
jiliu,merelka,land
jiliu,mohe,land
jiliu,sahar,land
jilkaat,shushtone_forest,land
jilkaat,t_aaku,river
jimo,laiyang,river
jinan,mupung,river
jinan,yeonsan,river
jinchang,yongchang_ganzhou,land
jinchang,zhenfan,land
jincheng,shanyin,land
jincheng,taihangshan8,land
jincheng,taihangshan9,land
jincheng_zezhou,jiyuan,land
jincheng_zezhou,lingchuan_zezhou,river
jincheng_zezhou,xiuwu,river
jincheng_zezhou,yangcheng,land
jind,kaithal,land
jind,karnal,land
jind,panipat,land
jind,rohtak,land
jind,sunam,land
jindo,yangsan_bay,port
jing,urghtbulaq,river
jing,usu_xinjiang,land
jingan,jiulingshan,land
jingan,wuning,land
jingan_shenzhou,shulu,land
jingan_shenzhou,wuyi,land
jingan_shenzhou,xindu_jizhou,land
jingbian,otog,land
jingbian,tongwancheng,land
jingchuan,lingtai,land
jingchuan,ningzhou,land
jingchuan,pingliang,land
jingchuan,xinping,land
jingchuan,zhenning_qingyang,land
jingchuan,zhenyuan,land
jingde,jingxian,land
jingde,jixi_huizhou,land
jingde,ningguo,land
jingde,shexian,land
jingde,taiping_ningguo,land
jinghai,liguo,river
jinghai,northern_bohai_bay,port
jinghai,wenan,land
jinghai,yijin,river
jinghai,zhigu,river
jinghai_tongzhou,juegang,river
jinghai_tongzhou,rugao,river
jinghai_tongzhou,wunansha_island,port
jinghai_tongzhou,yantze_estuary,port
jingili,mudburra,land
jingili,ngandji,land
jingili,tanami_desert,land
jingili,wambaya,land
jingili,warlmanpa,land
jingili,warumungu,land
jingle,lanzhou_kelan,land
jingle,loufan,land
jingle,ninghua,land
jingle,taihangshan2,land
jingle,taihangshan7,land
jingle,taihangshan8,land
jingle,xiurong,land
jingling,jingshan,land
jingling,qianjiang,river
jingling,shayang,river
jingling,shipai,river
jingling,yingcheng,land
jingling,yusha,river
jinglong,mengban_jihong,land
jinglong,menghai,river
jinglong,mengla,river
jinglong,mong_yawng,river
jingning,longde,land
jingning,qinan,land
jingning,sanchuan,land
jingning,shuiluo,land
jingning,tongwei,land
jingshan,shipai,land
jingshan,yingcheng,land
jingshan,zhongxiang,land
jingshan_mountains,jinzhuping,land
jingshan_mountains,xingshan,land
jingshan_mountains,xinhua_guizhou,land
jingshan_mountains,yiling,land
jingshan_mountains,zigui,land
jingxian,nanling,river
jingxian,ningguo,land
jingxian,qingyang,land
jingxian,taiping_ningguo,river
jingxian,xuancheng,river
jingxing,leping_pingding,land
jingxing,pingding,land
jingxing,pingshan_zhending,land
jingxing,yuanshi_zhending,land
jingxing,yuzhou,land
jingxing,zanhuang,land
jingyan,longyou_jiading,land
jingyan,qianwei,land
jingyan,qingshen,land
jingyan,renshou,land
jingyan,rongzhou,land
jingyang,liquan,land
jingyang,sanyuan,land
jingyang,xianyang,land
jingyu,jingyu_lake,lake
jingyu,kumkol,land
jingyu,kunlun10,land
jingyu,kunlun3,land
jingyu,kunlun8,land
jingyu,lake_aqqikkol,lake
jingyu,yalingkuo,land
jingyu,yurba,land
jingzhao,lantian,land
jingzhao,lintong,river
jingzhao,sanyuan,river
jingzhao,xianning_xian,land
jingzhao,xianyang,river
jingzhou_dorbod,khatanbulag,land
jingzhou_dorbod,muumyangan,land
jingzhou_dorbod,ulan_hua,land
jingzitou_peninsula,korea_bay,sea
jingzitou_peninsula,muping,port
jingzitou_peninsula,weihai,port
jinhua,lanxi,river
jinhua,longyou,river
jinhua,suichang,land
jinhua,wuyi_jinhua,land
jinhua,yiwu,land
jinhua,yongkang,land
jinigudera,little_sandy_desert,land
jinigudera,noanamaronga,land
jining,pingdi,land
jining,ulanchab,land
jining,xuanning,land
jining,yanshan_mountains3,land
jinjam,sangju,land
jinjam,yeongdong,river
jinjam,yeonsan,river
jinji,shuixi,land
jinji,zhijin,land
jinjiang,nanan_quanzhou,river
jinjiang,xiamen_harbour,port
jinjiang,xianyou,river
jinjiang,xinghua_bay,port
jinju,miryang,river
jinju,sacheon,land
jinju,uian,river
jinkang,shuangshui,land
jinkang,xinxing_nanen,land
jinkang,yangchun,land
jinkou,liangzi_lake,lake
jinkou,wuchang,river
jinkou,xianning,land
jinshajiang,ningfan,river
jinta,khara_khoto,land
jinta,qidaban,land
jinta,suzhou_gansu,land
jintan,jurong,land
jintan,liyang,river
jintan,tao_lake,lake
jintan,wujin,land
jintan,yixing,river
jintang,lezhi,land
jintang,xindu,river
jintang,zhongjiang,land
jinxi,linchuan,river
jinxi,nancheng,river
jinxian,linchuan,river
jinxian,nanchang,river
jinxian,poyang_lake,lake
jinxian,yugan,river
jinxiang,juye,land
jinxiang,rencheng,land
jinxiang,shansu,land
jinxiang,yutai,land
jinxiangping,nanzhang,land
jinxiangping,yuanan,land
jinyuan,pixian,river
jinyuan,shuangliu,river
jinyuan,wenchuan,river
jinyun,lishui,land
jinyun,qingtian,land
jinyun,shuangxi,land
jinyun,wuyi_jinhua,land
jinyun,xianju,land
jinyun,yongkang,land
jinzhou_dalian,pulandian_bay,port
jinzhou_dalian,waichangshan_islands,port
jinzhou_dalian,zhuanghe,river
jinzhou_liaoyang,liaodong_bay,port
jinzhou_liaoyang,longshan,land
jinzhou_liaoyang,ningyuan_jinzhou,river
jinzhou_liaoyang,shenshui,land
jinzhou_liaoyang,xiankang,land
jinzhou_liaoyang,yizhou_jinzhou,land
jinzhu,kangzuo,land
jinzhu,luodian,land
jinzhu,pingba,land
jinzhu,puding,land
jinzhuping,yiling,land
jinzhuping,yuanan,land
jiparana,madeira_amazon_jungle,river
jiparana,uru_eu_wau_wau,river
jiparana,uru_pa_in,river
jipyeong,wonju,river
jipyeong,yangju,river
jiquilisco_bay,kuskatan,port
jiquilisco_bay,nonualco,port
jiquilisco_bay,queiquin,port
jiquilisco_bay,usulutan,port
jiribatuba,salvador_cape,port
jiribatuba,sauipe,river
jiribatuba,tupiniquim,river
jiroft,kahnuj,land
jiroft,sarduiyeh,land
jiroft,zakht,land
jishan,wanquan,land
jishan,wenxi,land
jishan,xiangning,land
jishan,xiexian,land
jishan,zhengping,land
jishi,qinlingshan1,river
jishi,zeku,land
jishi_anze,qinshui,land
jishi_anze,qinyuan,land
jishi_anze,tunliu,land
jishi_anze,yueyang_anze,land
jishi_anze,zhangzi,land
jishui,luling,river
jishui,xingan_linjiang,river
jishui,yongfeng_jian,land
jita,kuria,river
jita,lake_victoria,lake
jita,north_wembere,river
jiulingshan,wuning,land
jixi,juru_hoton,river
jixi,lake_khanka,lake
jixi,mishan,river
jixi,mulun,river
jixi,wehe,land
jixi_huizhou,linan,land
jixi_huizhou,ningguo,land
jixi_huizhou,shexian,land
jixian,linzhou,land
jixian,qizhou,river
jixian,xinxiang,river
jixian,xunxian,river
jixian,yanjin,land
jiyang,licheng,river
jiyang,linyi_jinan,land
jiyang,qidong,river
jiyang,qihe,river
jiyang,shanghe,land
jiyang,yanci,river
jiyang,zhangqiu,river
jiyin,juancheng,river
jiyin,juye,land
jiyin,puyang,river
jiyin,yuncheng,river
jiyuan,mengjin,river
jiyuan,mengxian,river
jiyuan,taihangshan6,land
jiyuan,xinan,river
jiyuan,yangcheng,land
jiyuan,yuanqu,river
jizhou,taihangshan5,land
jizhou,xiangning,river
jizhou,yanchang,river
jizhou,yichuan,river
jizou_cape,kume_houki,port
jizou_cape,oki,port
jizou_cape,ou,port
jizou_cape,sea_of_japan3,sea
jizou_cape,shirashima_cape,sea
jizou_cape,takakusa,port
jizzakh,kyzylkum_desert,river
jizzakh,pishagar,river
jizzakh,primkent,land
jizzakh,tuzkan_lake,lake
jizzakh,zomin,land
joal,petit_cote,port
joal,portudal,river
joal,tattaguine,land
joara,nikwasi,land
joara,wattogee,river
joara,yadkin,river
jocome,sobaipuri,land
jocome,tse_binestie,land
jocome,tsoka_ne_nde,land
jocome,west_hanos,land
jodar,subbetic_range,land
